#chrom	chrom_start	chrom_stop	length	left_gene	left_strand	right_gene	right_strand
Chr_4	1798110	1798370	261	CC1G_06314.2	-1	CC1G_14395.2	+1
Chr_4	1802110	1802958	849	CC1G_14395.2	+1	CC1G_06318.2	-1
Chr_4	1804029	1805317	1289	CC1G_06318.2	-1	CC1G_06319.2	+1
Chr_4	1806234	1807120	887	CC1G_06319.2	+1	CC1G_06320.2	-1
Chr_4	1809043	1809740	698	CC1G_06320.2	-1	CC1G_06321.2	+1
Chr_4	1810591	1811065	475	CC1G_06321.2	+1	CC1G_06322.2	-1
Chr_4	1813790	1814051	262	CC1G_06322.2	-1	CC1G_14396.2	+1
Chr_4	1816549	1816789	241	CC1G_14396.2	+1	CC1G_14397.2	+1
Chr_4	1817859	1818498	640	CC1G_14397.2	+1	CC1G_06324.2	+1
Chr_4	1820354	1822060	1707	CC1G_06324.2	+1	CC1G_14398.2	+1
Chr_4	1822579	1822857	279	CC1G_14398.2	+1	CC1G_06325.2	+1
Chr_4	1825239	1826145	907	CC1G_06325.2	+1	CC1G_06326.2	+1
Chr_4	1827394	1827828	435	CC1G_06326.2	+1	CC1G_14399.2	-1
Chr_4	1827976	1828261	286	CC1G_14399.2	-1	CC1G_06327.2	-1
Chr_4	1829827	1830437	611	CC1G_06327.2	-1	CC1G_06328.2	-1
Chr_4	1833543	1834032	490	CC1G_06328.2	-1	CC1G_06329.2	-1
Chr_4	1834964	1836067	1104	CC1G_06329.2	-1	CC1G_06330.2	+1
Chr_4	1837970	1838192	223	CC1G_06330.2	+1	CC1G_06331.2	-1
Chr_4	1838519	1839392	874	CC1G_06331.2	-1	CC1G_06332.2	+1
Chr_4	1841897	1842364	468	CC1G_06332.2	+1	CC1G_06333.2	-1
Chr_4	1843864	1845334	1471	CC1G_06333.2	-1	CC1G_06334.2	+1
Chr_4	1847828	1848596	769	CC1G_06334.2	+1	CC1G_14400.2	-1
Chr_4	1849399	1849709	311	CC1G_14400.2	-1	CC1G_14401.2	-1
Chr_4	1852718	1852906	189	CC1G_14401.2	-1	CC1G_06337.2	+1
Chr_4	1853325	1853432	108	CC1G_06337.2	+1	CC1G_06338.2	-1
Chr_4	1854476	1855241	766	CC1G_06338.2	-1	CC1G_14402.2	+1
Chr_4	1856374	1856856	483	CC1G_14402.2	+1	CC1G_14403.2	+1
Chr_4	1859524	1859928	405	CC1G_14403.2	+1	CC1G_14404.2	+1
Chr_4	1861941	1862293	353	CC1G_14404.2	+1	CC1G_14405.2	+1
Chr_4	1864016	1865022	1007	CC1G_14405.2	+1	CC1G_06342.2	-1
Chr_4	1866846	1867444	599	CC1G_06342.2	-1	CC1G_06343.2	-1
Chr_4	1869167	1869493	327	CC1G_06343.2	-1	CC1G_06344.2	+1
Chr_4	1870153	1870608	456	CC1G_06344.2	+1	CC1G_14406.2	+1
Chr_4	1871383	1871995	613	CC1G_14406.2	+1	CC1G_06345.2	-1
Chr_4	1873080	1875340	2261	CC1G_06345.2	-1	CC1G_06346.2	+1
Chr_4	1880746	1881890	1145	CC1G_06346.2	+1	CC1G_06347.2	-1
Chr_4	1883280	1883601	322	CC1G_06347.2	-1	CC1G_06348.2	-1
Chr_4	1884972	1885435	464	CC1G_06348.2	-1	CC1G_06349.2	+1
Chr_4	1889441	1889612	172	CC1G_06349.2	+1	CC1G_06350.2	-1
Chr_4	1890603	1891239	637	CC1G_06350.2	-1	CC1G_06351.2	+1
Chr_4	1891974	1900428	8455	CC1G_06351.2	+1	CC1G_14407.2	+1
Chr_4	1900882	1900941	60	CC1G_14407.2	+1	CC1G_14408.2	+1
Chr_4	1901438	1902553	1116	CC1G_14408.2	+1	CC1G_06355.2	+1
Chr_4	1905626	1906057	432	CC1G_06355.2	+1	CC1G_06356.2	+1
Chr_4	1906832	1910286	3455	CC1G_06356.2	+1	CC1G_14409.2	+1
Chr_4	1911437	1918368	6932	CC1G_14409.2	+1	CC1G_14410.2	+1
Chr_4	1920557	1920837	281	CC1G_14410.2	+1	CC1G_14411.2	+1
Chr_4	1923258	1923867	610	CC1G_14411.2	+1	CC1G_06362.2	-1
Chr_4	1926630	1927466	837	CC1G_06362.2	-1	CC1G_06363.2	+1
Chr_4	1929855	1934454	4600	CC1G_06363.2	+1	CC1G_06364.2	+1
Chr_4	1939200	1940633	1434	CC1G_06364.2	+1	CC1G_06365.2	-1
Chr_4	1942091	1942529	439	CC1G_06365.2	-1	CC1G_06366.2	-1
Chr_4	1944417	1945015	599	CC1G_06366.2	-1	CC1G_06367.2	-1
Chr_4	1946698	1947255	558	CC1G_06367.2	-1	CC1G_06368.2	-1
Chr_4	1949988	1952589	2602	CC1G_06368.2	-1	CC1G_06369.2	-1
Chr_4	1953961	1955213	1253	CC1G_06369.2	-1	CC1G_06370.2	-1
Chr_4	1956919	1957368	450	CC1G_06370.2	-1	CC1G_06371.2	+1
Chr_4	1960676	1961114	439	CC1G_06371.2	+1	CC1G_06372.2	-1
Chr_4	1965104	1965536	433	CC1G_06372.2	-1	CC1G_06373.2	+1
Chr_4	1967683	1969392	1710	CC1G_06373.2	+1	CC1G_06374.2	+1
Chr_4	1970444	1970629	186	CC1G_06374.2	+1	CC1G_06375.2	+1
Chr_4	1972529	1972698	170	CC1G_06375.2	+1	CC1G_06376.2	-1
Chr_4	1975396	1975794	399	CC1G_06376.2	-1	CC1G_06377.2	-1
Chr_4	1977166	1977343	178	CC1G_06377.2	-1	CC1G_06378.2	-1
Chr_4	1979513	1980007	495	CC1G_06378.2	-1	CC1G_06379.2	+1
Chr_4	1981414	1981685	272	CC1G_06379.2	+1	CC1G_06380.2	+1
Chr_4	1983131	1983330	200	CC1G_06380.2	+1	CC1G_06381.2	-1
Chr_4	1985593	1986473	881	CC1G_06381.2	-1	CC1G_06382.2	+1
Chr_4	1987857	1988073	217	CC1G_06382.2	+1	CC1G_06383.2	-1
Chr_4	1989296	1991430	2135	CC1G_06383.2	-1	CC1G_06384.2	+1
Chr_4	1993468	1995358	1891	CC1G_06384.2	+1	CC1G_06385.2	-1
Chr_4	1997958	1999273	1316	CC1G_06385.2	-1	CC1G_06386.2	-1
Chr_4	1999911	2000116	206	CC1G_06386.2	-1	CC1G_06387.2	+1
Chr_4	2003362	2003982	621	CC1G_06387.2	+1	CC1G_06388.2	+1
Chr_4	2006976	2007097	122	CC1G_06388.2	+1	CC1G_14412.2	+1
Chr_4	2007359	2007512	154	CC1G_14412.2	+1	CC1G_06389.2	-1
Chr_4	2009057	2009419	363	CC1G_06389.2	-1	CC1G_06390.2	-1
Chr_4	2011077	2011682	606	CC1G_06390.2	-1	CC1G_06391.2	-1
Chr_4	2014020	2014874	855	CC1G_06391.2	-1	CC1G_06392.2	+1
Chr_4	2015801	2016875	1075	CC1G_06392.2	+1	CC1G_14413.2	+1
Chr_4	2020006	2020331	326	CC1G_14413.2	+1	CC1G_14414.2	+1
Chr_4	2021340	2021734	395	CC1G_14414.2	+1	CC1G_06394.2	+1
Chr_4	2027128	2027448	321	CC1G_06394.2	+1	CC1G_06395.2	-1
Chr_4	2028703	2029041	339	CC1G_06395.2	-1	CC1G_06396.2	-1
Chr_4	2031532	2032275	744	CC1G_06396.2	-1	CC1G_06397.2	-1
Chr_4	2034016	2034386	371	CC1G_06397.2	-1	CC1G_06398.2	-1
Chr_4	2035461	2037124	1664	CC1G_06398.2	-1	CC1G_06399.2	+1
Chr_4	2038559	2039660	1102	CC1G_06399.2	+1	CC1G_14415.2	+1
Chr_4	2040505	2040787	283	CC1G_14415.2	+1	CC1G_06401.2	+1
Chr_4	2041716	2041850	135	CC1G_06401.2	+1	CC1G_06402.2	-1
Chr_4	2044844	2045178	335	CC1G_06402.2	-1	CC1G_06403.2	-1
Chr_4	2047206	2048513	1308	CC1G_06403.2	-1	CC1G_06404.2	-1
Chr_4	2049106	2049310	205	CC1G_06404.2	-1	CC1G_06405.2	-1
Chr_4	2050852	2053067	2216	CC1G_06405.2	-1	CC1G_06406.2	+1
Chr_4	2054387	2055730	1344	CC1G_06406.2	+1	CC1G_06407.2	+1
Chr_4	2057310	2057576	267	CC1G_06407.2	+1	CC1G_06408.2	+1
Chr_4	2059978	2060417	440	CC1G_06408.2	+1	CC1G_06409.2	-1
Chr_4	2064321	2065932	1612	CC1G_06409.2	-1	CC1G_14416.2	+1
Chr_4	2066534	2066779	246	CC1G_14416.2	+1	CC1G_06410.2	+1
Chr_4	2067700	2067907	208	CC1G_06410.2	+1	CC1G_06411.2	-1
Chr_4	2068995	2069972	978	CC1G_06411.2	-1	CC1G_06412.2	+1
Chr_4	2071395	2072753	1359	CC1G_06412.2	+1	CC1G_06413.2	+1
Chr_4	2073781	2074484	704	CC1G_06413.2	+1	CC1G_06414.2	+1
Chr_4	2075864	2076071	208	CC1G_06414.2	+1	CC1G_06415.2	-1
Chr_4	2077209	2077823	615	CC1G_06415.2	-1	CC1G_06416.2	+1
Chr_4	2078572	2079429	858	CC1G_06416.2	+1	CC1G_06417.2	+1
Chr_4	2081415	2082915	1501	CC1G_06417.2	+1	CC1G_14417.2	-1
Chr_4	2083657	2084006	350	CC1G_14417.2	-1	CC1G_14418.2	-1
Chr_4	2086054	2086198	145	CC1G_14418.2	-1	CC1G_06419.2	+1
Chr_4	2087347	2087522	176	CC1G_06419.2	+1	CC1G_06420.2	+1
Chr_4	2093388	2093705	318	CC1G_06420.2	+1	CC1G_14419.2	-1
Chr_4	2101961	2102417	457	CC1G_14419.2	-1	CC1G_06423.2	+1
Chr_4	2104159	2104240	82	CC1G_06423.2	+1	CC1G_06424.2	-1
Chr_4	2106789	2107597	809	CC1G_06424.2	-1	CC1G_06425.2	+1
Chr_4	2108347	2109687	1341	CC1G_06425.2	+1	CC1G_06426.2	+1
Chr_4	2110021	2110509	489	CC1G_06426.2	+1	CC1G_06427.2	-1
Chr_4	2111732	2112728	997	CC1G_06427.2	-1	CC1G_14420.2	-1
Chr_4	2116421	2117079	659	CC1G_14420.2	-1	CC1G_06428.2	-1
Chr_4	2118249	2118634	386	CC1G_06428.2	-1	CC1G_06429.2	+1
Chr_4	2118975	2119176	202	CC1G_06429.2	+1	CC1G_06430.2	-1
Chr_4	2120617	2120987	371	CC1G_06430.2	-1	CC1G_06431.2	-1
Chr_4	2122479	2123205	727	CC1G_06431.2	-1	CC1G_06432.2	+1
Chr_4	2125138	2125492	355	CC1G_06432.2	+1	CC1G_06433.2	-1
Chr_4	2127315	2127531	217	CC1G_06433.2	-1	CC1G_06434.2	+1
Chr_4	2130836	2131707	872	CC1G_06434.2	+1	CC1G_06435.2	+1
Chr_4	2132992	2135179	2188	CC1G_06435.2	+1	CC1G_14421.2	+1
Chr_4	2137746	2138068	323	CC1G_14421.2	+1	CC1G_14422.2	+1
Chr_4	2144169	2144735	567	CC1G_14422.2	+1	CC1G_06438.2	-1
Chr_4	2146494	2147011	518	CC1G_06438.2	-1	CC1G_06439.2	-1
Chr_4	2147635	2147870	236	CC1G_06439.2	-1	CC1G_06440.2	+1
Chr_4	2151461	2152435	975	CC1G_06440.2	+1	CC1G_06441.2	-1
Chr_4	2153691	2156612	2922	CC1G_06441.2	-1	CC1G_06442.2	-1
Chr_4	2157508	2157688	181	CC1G_06442.2	-1	CC1G_06443.2	+1
Chr_4	2159068	2159601	534	CC1G_06443.2	+1	CC1G_06444.2	+1
Chr_4	2160726	2161566	841	CC1G_06444.2	+1	CC1G_06445.2	+1
Chr_4	2162824	2163128	305	CC1G_06445.2	+1	CC1G_12974.2	-1
Chr_4	2164103	2164543	441	CC1G_12974.2	-1	CC1G_12975.2	-1
Chr_4	2166100	2167136	1037	CC1G_12975.2	-1	CC1G_12976.2	-1
Chr_4	2169629	2169878	250	CC1G_12976.2	-1	CC1G_12977.2	-1
Chr_4	2172292	2173107	816	CC1G_12977.2	-1	CC1G_14423.2	+1
Chr_4	2173646	2174828	1183	CC1G_14423.2	+1	CC1G_12978.2	+1
Chr_4	2176098	2176503	406	CC1G_12978.2	+1	CC1G_12979.2	+1
Chr_4	2178243	2179926	1684	CC1G_12979.2	+1	CC1G_12980.2	+1
Chr_4	2181365	2182824	1460	CC1G_12980.2	+1	CC1G_12409.2	+1
Chr_4	2184263	2186081	1819	CC1G_12409.2	+1	CC1G_12410.2	+1
Chr_4	2187518	2189585	2068	CC1G_12410.2	+1	CC1G_12411.2	+1
Chr_4	2191021	2191573	553	CC1G_12411.2	+1	CC1G_12412.2	+1
Chr_4	2191838	2192270	433	CC1G_12412.2	+1	CC1G_12413.2	+1
Chr_4	2194571	2194742	172	CC1G_12413.2	+1	CC1G_12414.2	-1
Chr_4	2197244	2198649	1406	CC1G_12414.2	-1	CC1G_12415.2	+1
Chr_4	2199579	2200264	686	CC1G_12415.2	+1	CC1G_12416.2	+1
Chr_4	2203491	2203733	243	CC1G_12416.2	+1	CC1G_12417.2	+1
Chr_4	2204448	2205279	832	CC1G_12417.2	+1	CC1G_12418.2	+1
Chr_4	2205851	2206774	924	CC1G_12418.2	+1	CC1G_12419.2	+1
Chr_4	2207431	2208950	1520	CC1G_12419.2	+1	CC1G_12420.2	+1
Chr_4	2211091	2211976	886	CC1G_12420.2	+1	CC1G_12421.2	-1
Chr_4	2213944	2214740	797	CC1G_12421.2	-1	CC1G_14424.2	+1
Chr_4	2218017	2218450	434	CC1G_14424.2	+1	CC1G_12564.2	-1
Chr_4	2220075	2220748	674	CC1G_12564.2	-1	CC1G_14425.2	+1
Chr_4	2223814	2224012	199	CC1G_14425.2	+1	CC1G_14426.2	+1
Chr_4	2225467	2225997	531	CC1G_14426.2	+1	CC1G_12566.2	-1
Chr_4	2227309	2228820	1512	CC1G_12566.2	-1	CC1G_12567.2	+1
Chr_4	2231006	2232029	1024	CC1G_12567.2	+1	CC1G_12568.2	+1
Chr_4	2235970	2236514	545	CC1G_12568.2	+1	CC1G_12569.2	+1
Chr_4	2238016	2238264	249	CC1G_12569.2	+1	CC1G_12570.2	-1
Chr_4	2240580	2242327	1748	CC1G_12570.2	-1	CC1G_12572.2	-1
Chr_4	2243550	2244125	576	CC1G_12572.2	-1	CC1G_12573.2	-1
Chr_4	2245298	2246042	745	CC1G_12573.2	-1	CC1G_14427.2	+1
Chr_4	2247966	2248477	512	CC1G_14427.2	+1	CC1G_07042.2	+1
Chr_4	2249226	2249451	226	CC1G_07042.2	+1	CC1G_07043.2	-1
Chr_4	2250577	2251144	568	CC1G_07043.2	-1	CC1G_14428.2	-1
Chr_4	2252447	2252732	286	CC1G_14428.2	-1	CC1G_07046.2	+1
Chr_4	2254276	2254944	669	CC1G_07046.2	+1	CC1G_07047.2	-1
Chr_4	2257261	2257776	516	CC1G_07047.2	-1	CC1G_07048.2	+1
Chr_4	2259079	2260021	943	CC1G_07048.2	+1	CC1G_07049.2	+1
Chr_4	2261906	2265608	3703	CC1G_07049.2	+1	CC1G_07050.2	-1
Chr_4	2265959	2266236	278	CC1G_07050.2	-1	CC1G_07051.2	+1
Chr_4	2267246	2267353	108	CC1G_07051.2	+1	CC1G_07052.2	-1
Chr_4	2268717	2269139	423	CC1G_07052.2	-1	CC1G_07053.2	+1
Chr_4	2269661	2274022	4362	CC1G_07053.2	+1	CC1G_07055.2	+1
Chr_4	2274766	2275251	486	CC1G_07055.2	+1	CC1G_07056.2	-1
Chr_4	2276662	2282197	5536	CC1G_07056.2	-1	CC1G_07057.2	-1
Chr_4	2282756	2283754	999	CC1G_07057.2	-1	CC1G_07058.2	+1
Chr_4	2285488	2286753	1266	CC1G_07058.2	+1	CC1G_07059.2	+1
Chr_4	2289026	2289807	782	CC1G_07059.2	+1	CC1G_14429.2	+1
Chr_4	2290205	2291792	1588	CC1G_14429.2	+1	CC1G_07060.2	+1
Chr_4	2294235	2296035	1801	CC1G_07060.2	+1	CC1G_07061.2	+1
Chr_4	2296648	2298763	2116	CC1G_07061.2	+1	CC1G_07062.2	-1
Chr_4	2302376	2302489	114	CC1G_07062.2	-1	CC1G_07063.2	+1
Chr_4	2304012	2304612	601	CC1G_07063.2	+1	CC1G_07064.2	+1
Chr_4	2317401	2317596	196	CC1G_07064.2	+1	CC1G_14430.2	-1
Chr_4	2323542	2323987	446	CC1G_14430.2	-1	CC1G_07067.2	+1
Chr_4	2326085	2326887	803	CC1G_07067.2	+1	CC1G_07068.2	+1
Chr_4	2329284	2329684	401	CC1G_07068.2	+1	CC1G_07069.2	+1
Chr_4	2331422	2331702	281	CC1G_07069.2	+1	CC1G_07070.2	-1
Chr_4	2332706	2334182	1477	CC1G_07070.2	-1	CC1G_07071.2	-1
Chr_4	2335178	2335735	558	CC1G_07071.2	-1	CC1G_07072.2	-1
Chr_4	2337354	2338575	1222	CC1G_07072.2	-1	CC1G_07073.2	-1
Chr_4	2338901	2339075	175	CC1G_07073.2	-1	CC1G_07074.2	+1
Chr_4	2341939	2342088	150	CC1G_07074.2	+1	CC1G_07075.2	-1
Chr_4	2343297	2343830	534	CC1G_07075.2	-1	CC1G_07076.2	-1
Chr_4	2344420	2345048	629	CC1G_07076.2	-1	CC1G_14431.2	+1
Chr_4	2345680	2346700	1021	CC1G_14431.2	+1	CC1G_07077.2	+1
Chr_4	2349960	2350374	415	CC1G_07077.2	+1	CC1G_07078.2	-1
Chr_4	2354178	2354749	572	CC1G_07078.2	-1	CC1G_07079.2	-1
Chr_4	2357393	2358025	633	CC1G_07079.2	-1	CC1G_07080.2	+1
Chr_4	2358788	2359152	365	CC1G_07080.2	+1	CC1G_14432.2	-1
Chr_4	2360848	2361224	377	CC1G_14432.2	-1	CC1G_14433.2	-1
Chr_4	2361450	2362072	623	CC1G_14433.2	-1	CC1G_07082.2	-1
Chr_4	2363126	2363340	215	CC1G_07082.2	-1	CC1G_14434.2	+1
Chr_4	2365538	2366072	535	CC1G_14434.2	+1	CC1G_14435.2	+1
Chr_4	2368905	2369049	145	CC1G_14435.2	+1	CC1G_07084.2	-1
Chr_4	2371506	2371811	306	CC1G_07084.2	-1	CC1G_14436.2	+1
Chr_4	2372555	2375470	2916	CC1G_14436.2	+1	CC1G_07085.2	-1
Chr_4	2376464	2377530	1067	CC1G_07085.2	-1	CC1G_07086.2	-1
Chr_4	2378629	2378743	115	CC1G_07086.2	-1	CC1G_07087.2	-1
Chr_4	2380895	2381355	461	CC1G_07087.2	-1	CC1G_07088.2	+1
Chr_4	2382854	2383018	165	CC1G_07088.2	+1	CC1G_07089.2	-1
Chr_4	2385005	2385280	276	CC1G_07089.2	-1	CC1G_07090.2	-1
Chr_4	2387876	2388603	728	CC1G_07090.2	-1	CC1G_07091.2	+1
Chr_4	2390051	2390320	270	CC1G_07091.2	+1	CC1G_07092.2	+1
Chr_4	2394456	2394750	295	CC1G_07092.2	+1	CC1G_07093.2	-1
Chr_4	2395715	2395917	203	CC1G_07093.2	-1	CC1G_07094.2	+1
Chr_4	2397567	2397648	82	CC1G_07094.2	+1	CC1G_14437.2	-1
Chr_4	2398845	2399538	694	CC1G_14437.2	-1	CC1G_07095.2	+1
Chr_4	2401886	2405456	3571	CC1G_07095.2	+1	CC1G_07096.2	+1
Chr_4	2406242	2406749	508	CC1G_07096.2	+1	CC1G_07097.2	-1
Chr_4	2407302	2408120	819	CC1G_07097.2	-1	CC1G_07098.2	-1
Chr_4	2411123	2411837	715	CC1G_07098.2	-1	CC1G_07100.2	+1
Chr_4	2412365	2414808	2444	CC1G_07100.2	+1	CC1G_07101.2	+1
Chr_4	2415557	2415917	361	CC1G_07101.2	+1	CC1G_07102.2	-1
Chr_4	2421632	2422139	508	CC1G_07102.2	-1	CC1G_14438.2	+1
Chr_4	2424086	2424447	362	CC1G_14438.2	+1	CC1G_14439.2	+1
Chr_4	2427136	2428507	1372	CC1G_14439.2	+1	CC1G_07104.2	-1
Chr_4	2430270	2431883	1614	CC1G_07104.2	-1	CC1G_07105.2	-1
Chr_4	2432514	2433398	885	CC1G_07105.2	-1	CC1G_07106.2	-1
Chr_4	2436078	2436993	916	CC1G_07106.2	-1	CC1G_07108.2	-1
Chr_4	2438580	2441215	2636	CC1G_07108.2	-1	CC1G_07109.2	+1
Chr_4	2442858	2443183	326	CC1G_07109.2	+1	CC1G_07110.2	-1
Chr_4	2444866	2445596	731	CC1G_07110.2	-1	CC1G_07111.2	+1
Chr_4	2446661	2447059	399	CC1G_07111.2	+1	CC1G_07112.2	+1
Chr_4	2447767	2448081	315	CC1G_07112.2	+1	CC1G_07113.2	+1
Chr_4	2448785	2449015	231	CC1G_07113.2	+1	CC1G_07114.2	+1
Chr_4	2450161	2450496	336	CC1G_07114.2	+1	CC1G_07115.2	-1
Chr_4	2451976	2465131	13156	CC1G_07115.2	-1	CC1G_07555.2	-1
Chr_4	2467065	2471618	4554	CC1G_07555.2	-1	CC1G_07556.2	-1
Chr_4	2473089	2473566	478	CC1G_07556.2	-1	CC1G_07557.2	+1
Chr_4	2474327	2475350	1024	CC1G_07557.2	+1	CC1G_07558.2	+1
Chr_4	2477358	2478335	978	CC1G_07558.2	+1	CC1G_07559.2	-1
Chr_4	2478984	2481169	2186	CC1G_07559.2	-1	CC1G_07560.2	-1
Chr_4	2481986	2483601	1616	CC1G_07560.2	-1	CC1G_14440.2	-1
Chr_4	2484138	2485094	957	CC1G_14440.2	-1	CC1G_14441.2	-1
Chr_4	2486625	2487338	714	CC1G_14441.2	-1	CC1G_07562.2	+1
Chr_4	2487856	2488371	516	CC1G_07562.2	+1	CC1G_07563.2	+1
Chr_4	2489938	2498697	8760	CC1G_07563.2	+1	CC1G_07568.2	-1
Chr_4	2500018	2500730	713	CC1G_07568.2	-1	CC1G_07569.2	-1
Chr_4	2505423	2508323	2901	CC1G_07569.2	-1	CC1G_07570.2	-1
Chr_4	2509251	2510400	1150	CC1G_07570.2	-1	CC1G_14442.2	-1
Chr_4	2510615	2512414	1800	CC1G_14442.2	-1	CC1G_07571.2	-1
Chr_4	2514238	2514574	337	CC1G_07571.2	-1	CC1G_07572.2	-1
Chr_4	2516068	2516604	537	CC1G_07572.2	-1	CC1G_07573.2	+1
Chr_4	2519419	2519616	198	CC1G_07573.2	+1	CC1G_07574.2	-1
Chr_4	2522067	2523199	1133	CC1G_07574.2	-1	CC1G_07575.2	+1
Chr_4	2525460	2525495	36	CC1G_07575.2	+1	CC1G_07576.2	-1
Chr_4	2528084	2528362	279	CC1G_07576.2	-1	CC1G_07577.2	-1
Chr_4	2530342	2531390	1049	CC1G_07577.2	-1	CC1G_07578.2	+1
Chr_4	2532922	2533009	88	CC1G_07578.2	+1	CC1G_07579.2	-1
Chr_4	2534560	2534753	194	CC1G_07579.2	-1	CC1G_14443.2	+1
Chr_4	2537212	2537537	326	CC1G_14443.2	+1	CC1G_14444.2	+1
Chr_4	2540508	2540783	276	CC1G_14444.2	+1	CC1G_07581.2	-1
Chr_4	2541546	2542578	1033	CC1G_07581.2	-1	CC1G_07582.2	-1
Chr_4	2543761	2544890	1130	CC1G_07582.2	-1	CC1G_07583.2	-1
Chr_4	2546971	2547299	329	CC1G_07583.2	-1	CC1G_07584.2	+1
Chr_4	2548956	2549085	130	CC1G_07584.2	+1	CC1G_07585.2	-1
Chr_4	2551603	2552284	682	CC1G_07585.2	-1	CC1G_07586.2	-1
Chr_4	2555076	2555518	443	CC1G_07586.2	-1	CC1G_07587.2	-1
Chr_4	2556054	2556709	656	CC1G_07587.2	-1	CC1G_07588.2	+1
Chr_4	2559975	2560232	258	CC1G_07588.2	+1	CC1G_07589.2	+1
Chr_4	2561239	2561893	655	CC1G_07589.2	+1	CC1G_07591.2	-1
Chr_4	2563746	2564408	663	CC1G_07591.2	-1	CC1G_07592.2	-1
Chr_4	2565789	2566676	888	CC1G_07592.2	-1	CC1G_07593.2	-1
Chr_4	2569158	2569414	257	CC1G_07593.2	-1	CC1G_07594.2	-1
Chr_4	2571920	2573312	1393	CC1G_07594.2	-1	CC1G_14445.2	-1
Chr_4	2573502	2575529	2028	CC1G_14445.2	-1	CC1G_07595.2	+1
Chr_4	2578059	2578635	577	CC1G_07595.2	+1	CC1G_07596.2	+1
Chr_4	2581880	2584763	2884	CC1G_07596.2	+1	CC1G_14446.2	+1
Chr_4	2585647	2585959	313	CC1G_14446.2	+1	CC1G_14447.2	+1
Chr_4	2586371	2587914	1544	CC1G_14447.2	+1	CC1G_07598.2	+1
Chr_4	2593457	2595366	1910	CC1G_07598.2	+1	CC1G_07600.2	+1
Chr_4	2598037	2598580	544	CC1G_07600.2	+1	CC1G_07601.2	-1
Chr_4	2600812	2601066	255	CC1G_07601.2	-1	CC1G_14448.2	-1
Chr_4	2601648	2601983	336	CC1G_14448.2	-1	CC1G_14450.2	+1
Chr_4	2602104	2602351	248	CC1G_14450.2	+1	CC1G_14449.2	+1
Chr_4	2602562	2602957	396	CC1G_14449.2	+1	CC1G_07602.2	-1
Chr_4	2605480	2606414	935	CC1G_07602.2	-1	CC1G_07603.2	-1
Chr_4	2609444	2610655	1212	CC1G_07603.2	-1	CC1G_07604.2	+1
Chr_4	2616341	2616751	411	CC1G_07604.2	+1	CC1G_07605.2	+1
Chr_4	2618832	2619013	182	CC1G_07605.2	+1	CC1G_07606.2	-1
Chr_4	2620664	2621520	857	CC1G_07606.2	-1	CC1G_07607.2	+1
Chr_4	2623634	2624084	451	CC1G_07607.2	+1	CC1G_07608.2	+1
Chr_4	2625177	2625413	237	CC1G_07608.2	+1	CC1G_07609.2	+1
Chr_4	2626482	2628292	1811	CC1G_07609.2	+1	CC1G_07610.2	-1
Chr_4	2630061	2630851	791	CC1G_07610.2	-1	CC1G_07611.2	-1
Chr_4	2633583	2635250	1668	CC1G_07611.2	-1	CC1G_07612.2	-1
Chr_4	2636698	2638532	1835	CC1G_07612.2	-1	CC1G_07614.2	+1
Chr_4	2640078	2640817	740	CC1G_07614.2	+1	CC1G_07615.2	+1
Chr_4	2641815	2643452	1638	CC1G_07615.2	+1	CC1G_14451.2	+1
Chr_4	2644732	2645296	565	CC1G_14451.2	+1	CC1G_07616.2	+1
Chr_4	2647046	2648593	1548	CC1G_07616.2	+1	CC1G_10028.2	-1
Chr_4	2650228	2651288	1061	CC1G_10028.2	-1	CC1G_10029.2	-1
Chr_4	2653001	2655134	2134	CC1G_10029.2	-1	CC1G_10030.2	+1
Chr_4	2656315	2656352	38	CC1G_10030.2	+1	CC1G_10031.2	-1
Chr_4	2657211	2657871	661	CC1G_10031.2	-1	CC1G_10032.2	-1
Chr_4	2659312	2659542	231	CC1G_10032.2	-1	CC1G_10033.2	-1
Chr_4	2661828	2662075	248	CC1G_10033.2	-1	CC1G_10034.2	+1
Chr_4	2663198	2663825	628	CC1G_10034.2	+1	CC1G_10035.2	-1
Chr_4	2665715	2666968	1254	CC1G_10035.2	-1	CC1G_10036.2	+1
Chr_4	2668202	2668295	94	CC1G_10036.2	+1	CC1G_10037.2	-1
Chr_4	2669586	2669749	164	CC1G_10037.2	-1	CC1G_10038.2	-1
Chr_4	2671193	2671957	765	CC1G_10038.2	-1	CC1G_14452.2	-1
Chr_4	2672638	2673642	1005	CC1G_14452.2	-1	CC1G_10039.2	-1
Chr_4	2674056	2674334	279	CC1G_10039.2	-1	CC1G_10040.2	-1
Chr_4	2675814	2676479	666	CC1G_10040.2	-1	CC1G_10041.2	-1
Chr_4	2676948	2677771	824	CC1G_10041.2	-1	CC1G_14453.2	+1
Chr_4	2678528	2681054	2527	CC1G_14453.2	+1	CC1G_14454.2	-1
Chr_4	2681304	2682876	1573	CC1G_14454.2	-1	CC1G_10043.2	+1
Chr_4	2683360	2683771	412	CC1G_10043.2	+1	CC1G_10044.2	+1
Chr_4	2685404	2686082	679	CC1G_10044.2	+1	CC1G_10045.2	-1
Chr_4	2687810	2688360	551	CC1G_10045.2	-1	CC1G_10046.2	+1
Chr_4	2689646	2690648	1003	CC1G_10046.2	+1	CC1G_14455.2	+1
