#gene	transcript	clone	chrom	strand	pep_length	spliced_length	start	stop	chrom_start	chrom_stop	genome_start	genome_stop	gmap	source	version	method
CC1G_04581.2	CC1G_04581T0	Chr_3	Chr_3	-1	347	1044	500087	501187	500087	501187	15678948	15680048	0	BroadInstitute	2	predicted
CC1G_14092.2	CC1G_14092T0	Chr_3	Chr_3	+1	589	1770	502368	504861	502368	504861	15681229	15683722	0	BroadInstitute	2	predicted
CC1G_14093.2	CC1G_14093T0	Chr_3	Chr_3	+1	605	1818	505169	507722	505169	507722	15684030	15686583	0	BroadInstitute	2	predicted
CC1G_04583.2	CC1G_04583T0	Chr_3	Chr_3	-1	709	2130	508181	510635	508181	510635	15687042	15689496	0	BroadInstitute	2	predicted
CC1G_04584.2	CC1G_04584T0	Chr_3	Chr_3	-1	585	1758	511723	513643	511723	513643	15690584	15692504	0	BroadInstitute	2	predicted
CC1G_04585.2	CC1G_04585T0	Chr_3	Chr_3	+1	586	1761	514385	516767	514385	516767	15693246	15695628	0	BroadInstitute	2	predicted
CC1G_04586.2	CC1G_04586T0	Chr_3	Chr_3	+1	597	1794	517290	519819	517290	519819	15696151	15698680	0	BroadInstitute	2	predicted
CC1G_04587.2	CC1G_04587T0	Chr_3	Chr_3	+1	554	1665	520490	522952	520490	522952	15699351	15701813	0	BroadInstitute	2	predicted
CC1G_04588.2	CC1G_04588T0	Chr_3	Chr_3	-1	382	1149	523428	524695	523428	524695	15702289	15703556	0	BroadInstitute	2	predicted
CC1G_14094.2	CC1G_14094T0	Chr_3	Chr_3	+1	134	405	525021	525824	525021	525824	15703882	15704685	0	BroadInstitute	2	predicted
CC1G_14095.2	CC1G_14095T0	Chr_3	Chr_3	+1	1453	4362	526727	532395	526727	532395	15705588	15711256	0	BroadInstitute	2	predicted
CC1G_04591.2	CC1G_04591T0	Chr_3	Chr_3	-1	1004	3015	533831	537216	533831	537216	15712692	15716077	0	BroadInstitute	2	predicted
CC1G_04592.2	CC1G_04592T0	Chr_3	Chr_3	-1	143	432	537847	538385	537847	538385	15716708	15717246	0	BroadInstitute	2	predicted
CC1G_04593.2	CC1G_04593T0	Chr_3	Chr_3	-1	528	1587	539529	541452	539529	541452	15718390	15720313	0	BroadInstitute	2	predicted
CC1G_04594.2	CC1G_04594T0	Chr_3	Chr_3	+1	103	312	541674	542035	541674	542035	15720535	15720896	0	BroadInstitute	2	predicted
CC1G_04595.2	CC1G_04595T0	Chr_3	Chr_3	-1	296	891	542130	543020	542130	543020	15720991	15721881	0	BroadInstitute	2	predicted
CC1G_04596.2	CC1G_04596T0	Chr_3	Chr_3	+1	571	1716	543557	546402	543557	546402	15722418	15725263	0	BroadInstitute	2	predicted
CC1G_14096.2	CC1G_14096T0	Chr_3	Chr_3	-1	152	459	547732	549323	547732	549323	15726593	15728184	0	BroadInstitute	2	predicted
CC1G_04597.2	CC1G_04597T0	Chr_3	Chr_3	-1	555	1668	550763	552543	550763	552543	15729624	15731404	0	BroadInstitute	2	predicted
CC1G_04598.2	CC1G_04598T0	Chr_3	Chr_3	+1	1228	3687	556081	560073	556081	560073	15734942	15738934	0	BroadInstitute	2	predicted
CC1G_14097.2	CC1G_14097T0	Chr_3	Chr_3	+1	215	648	560859	561506	560859	561506	15739720	15740367	0	BroadInstitute	2	predicted
CC1G_14098.2	CC1G_14098T0	Chr_3	Chr_3	+1	582	1749	562256	564111	562256	564111	15741117	15742972	0	BroadInstitute	2	predicted
CC1G_14099.2	CC1G_14099T0	Chr_3	Chr_3	-1	772	2319	564464	566782	564464	566782	15743325	15745643	0	BroadInstitute	2	predicted
CC1G_14100.2	CC1G_14100T0	Chr_3	Chr_3	-1	476	1431	568574	570759	568574	570759	15747435	15749620	0	BroadInstitute	2	predicted
CC1G_14101.2	CC1G_14101T0	Chr_3	Chr_3	-1	315	948	571595	572692	571595	572692	15750456	15751553	0	BroadInstitute	2	predicted
CC1G_04602.2	CC1G_04602T0	Chr_3	Chr_3	+1	311	936	572806	573957	572806	573957	15751667	15752818	0	BroadInstitute	2	predicted
CC1G_04603.2	CC1G_04603T0	Chr_3	Chr_3	-1	427	1284	575587	577690	575587	577690	15754448	15756551	0	BroadInstitute	2	predicted
CC1G_04604.2	CC1G_04604T0	Chr_3	Chr_3	+1	817	2454	578040	581216	578040	581216	15756901	15760077	0	BroadInstitute	2	predicted
CC1G_04605.2	CC1G_04605T0	Chr_3	Chr_3	+1	904	2715	582911	587113	582911	587113	15761772	15765974	0	BroadInstitute	2	predicted
CC1G_04606.2	CC1G_04606T0	Chr_3	Chr_3	+1	427	1284	588728	590177	588728	590177	15767589	15769038	0	BroadInstitute	2	predicted
CC1G_14102.2	CC1G_14102T0	Chr_3	Chr_3	-1	190	573	590675	591309	590675	591309	15769536	15770170	0	BroadInstitute	2	predicted
CC1G_14103.2	CC1G_14103T0	Chr_3	Chr_3	-1	737	2214	591579	595640	591579	595640	15770440	15774501	0	BroadInstitute	2	predicted
CC1G_04608.2	CC1G_04608T0	Chr_3	Chr_3	-1	712	2139	596643	599659	596643	599659	15775504	15778520	0	BroadInstitute	2	predicted
CC1G_14104.2	CC1G_14104T0	Chr_3	Chr_3	+1	61	186	600718	600956	600718	600956	15779579	15779817	0	BroadInstitute	2	predicted
CC1G_04609.2	CC1G_04609T0	Chr_3	Chr_3	+1	324	975	601083	602432	601083	602432	15779944	15781293	0	BroadInstitute	2	predicted
CC1G_04610.2	CC1G_04610T0	Chr_3	Chr_3	+1	355	1068	602928	604263	602928	604263	15781789	15783124	0	BroadInstitute	2	predicted
CC1G_04611.2	CC1G_04611T0	Chr_3	Chr_3	-1	158	477	604794	605337	604794	605337	15783655	15784198	0	BroadInstitute	2	predicted
CC1G_04612.2	CC1G_04612T0	Chr_3	Chr_3	+1	249	750	605407	606277	605407	606277	15784268	15785138	0	BroadInstitute	2	predicted
CC1G_04613.2	CC1G_04613T0	Chr_3	Chr_3	-1	455	1368	606676	608598	606676	608598	15785537	15787459	0	BroadInstitute	2	predicted
CC1G_04614.2	CC1G_04614T0	Chr_3	Chr_3	+1	519	1560	609314	610993	609314	610993	15788175	15789854	0	BroadInstitute	2	predicted
CC1G_14105.2	CC1G_14105T0	Chr_3	Chr_3	+1	216	651	611118	611768	611118	611768	15789979	15790629	0	BroadInstitute	2	predicted
CC1G_04615.2	CC1G_04615T0	Chr_3	Chr_3	-1	256	771	612333	613253	612333	613253	15791194	15792114	0	BroadInstitute	2	predicted
CC1G_04616.2	CC1G_04616T0	Chr_3	Chr_3	-1	256	771	613592	614508	613592	614508	15792453	15793369	0	BroadInstitute	2	predicted
CC1G_04617.2	CC1G_04617T0	Chr_3	Chr_3	-1	256	771	615000	615915	615000	615915	15793861	15794776	0	BroadInstitute	2	predicted
CC1G_04618.2	CC1G_04618T0	Chr_3	Chr_3	+1	2846	8541	616215	625431	616215	625431	15795076	15804292	0	BroadInstitute	2	predicted
CC1G_14106.2	CC1G_14106T0	Chr_3	Chr_3	+1	229	690	626369	627170	626369	627170	15805230	15806031	0	BroadInstitute	2	predicted
CC1G_14107.2	CC1G_14107T0	Chr_3	Chr_3	+1	210	633	628357	629181	628357	629181	15807218	15808042	0	BroadInstitute	2	predicted
CC1G_14108.2	CC1G_14108T0	Chr_3	Chr_3	+1	447	1344	629816	631221	629816	631221	15808677	15810082	0	BroadInstitute	2	predicted
CC1G_14109.2	CC1G_14109T0	Chr_3	Chr_3	+1	467	1404	631785	633249	631785	633249	15810646	15812110	0	BroadInstitute	2	predicted
CC1G_04620.2	CC1G_04620T0	Chr_3	Chr_3	-1	473	1422	633787	635208	633787	635208	15812648	15814069	0	BroadInstitute	2	predicted
CC1G_04621.2	CC1G_04621T0	Chr_3	Chr_3	-1	268	807	635989	636795	635989	636795	15814850	15815656	0	BroadInstitute	2	predicted
CC1G_04622.2	CC1G_04622T0	Chr_3	Chr_3	-1	602	1809	637650	639567	637650	639567	15816511	15818428	0	BroadInstitute	2	predicted
CC1G_04623.2	CC1G_04623T0	Chr_3	Chr_3	+1	554	1665	640190	641907	640190	641907	15819051	15820768	0	BroadInstitute	2	predicted
CC1G_04624.2	CC1G_04624T0	Chr_3	Chr_3	+1	478	1437	642756	644908	642756	644908	15821617	15823769	0	BroadInstitute	2	predicted
CC1G_04625.2	CC1G_04625T0	Chr_3	Chr_3	-1	359	1080	645081	646340	645081	646340	15823942	15825201	0	BroadInstitute	2	predicted
CC1G_04626.2	CC1G_04626T0	Chr_3	Chr_3	-1	265	798	650449	651377	650449	651377	15829310	15830238	0	BroadInstitute	2	predicted
CC1G_04627.2	CC1G_04627T0	Chr_3	Chr_3	-1	485	1458	653330	654787	653330	654787	15832191	15833648	0	BroadInstitute	2	predicted
CC1G_04628.2	CC1G_04628T0	Chr_3	Chr_3	+1	2616	7851	655217	664361	655217	664361	15834078	15843222	0	BroadInstitute	2	predicted
CC1G_04629.2	CC1G_04629T0	Chr_3	Chr_3	-1	311	936	664512	665625	664512	665625	15843373	15844486	0	BroadInstitute	2	predicted
CC1G_04630.2	CC1G_04630T0	Chr_3	Chr_3	+1	458	1377	666190	667625	666190	667625	15845051	15846486	0	BroadInstitute	2	predicted
CC1G_14110.2	CC1G_14110T0	Chr_3	Chr_3	-1	790	2373	668140	671131	668140	671131	15847001	15849992	0	BroadInstitute	2	predicted
CC1G_14111.2	CC1G_14111T0	Chr_3	Chr_3	+1	63	192	671875	672066	671875	672066	15850736	15850927	0	BroadInstitute	2	predicted
CC1G_04633.2	CC1G_04633T0	Chr_3	Chr_3	+1	255	768	672409	673328	672409	673328	15851270	15852189	0	BroadInstitute	2	predicted
CC1G_04634.2	CC1G_04634T0	Chr_3	Chr_3	-1	651	1956	673639	675652	673639	675652	15852500	15854513	0	BroadInstitute	2	predicted
CC1G_04635.2	CC1G_04635T0	Chr_3	Chr_3	-1	581	1746	676033	678056	676033	678056	15854894	15856917	0	BroadInstitute	2	predicted
CC1G_14112.2	CC1G_14112T0	Chr_3	Chr_3	+1	118	357	678713	679069	678713	679069	15857574	15857930	0	BroadInstitute	2	predicted
CC1G_14113.2	CC1G_14113T0	Chr_3	Chr_3	+1	250	753	680141	681242	680141	681242	15859002	15860103	0	BroadInstitute	2	predicted
CC1G_14114.2	CC1G_14114T0	Chr_3	Chr_3	+1	198	597	681309	681905	681309	681905	15860170	15860766	0	BroadInstitute	2	predicted
CC1G_04638.2	CC1G_04638T0	Chr_3	Chr_3	-1	125	378	683635	684071	683635	684071	15862496	15862932	0	BroadInstitute	2	predicted
CC1G_04639.2	CC1G_04639T0	Chr_3	Chr_3	-1	291	876	684210	685244	684210	685244	15863071	15864105	0	BroadInstitute	2	predicted
CC1G_04640.2	CC1G_04640T0	Chr_3	Chr_3	+1	504	1515	685464	687494	685464	687494	15864325	15866355	0	BroadInstitute	2	predicted
CC1G_04641.2	CC1G_04641T0	Chr_3	Chr_3	+1	488	1467	687841	689673	687841	689673	15866702	15868534	0	BroadInstitute	2	predicted
CC1G_04642.2	CC1G_04642T0	Chr_3	Chr_3	+1	719	2160	689852	692198	689852	692198	15868713	15871059	0	BroadInstitute	2	predicted
CC1G_04643.2	CC1G_04643T0	Chr_3	Chr_3	+1	649	1950	692773	694780	692773	694780	15871634	15873641	0	BroadInstitute	2	predicted
CC1G_04644.2	CC1G_04644T0	Chr_3	Chr_3	-1	534	1605	695019	696789	695019	696789	15873880	15875650	0	BroadInstitute	2	predicted
CC1G_14115.2	CC1G_14115T0	Chr_3	Chr_3	+1	703	2112	696882	699284	696882	699284	15875743	15878145	0	BroadInstitute	2	predicted
CC1G_14116.2	CC1G_14116T0	Chr_3	Chr_3	+1	702	2109	699539	701867	699539	701867	15878400	15880728	0	BroadInstitute	2	predicted
CC1G_04646.2	CC1G_04646T0	Chr_3	Chr_3	-1	328	987	702235	703430	702235	703430	15881096	15882291	0	BroadInstitute	2	predicted
CC1G_04647.2	CC1G_04647T0	Chr_3	Chr_3	-1	340	1023	704999	706413	704999	706413	15883860	15885274	0	BroadInstitute	2	predicted
CC1G_04648.2	CC1G_04648T0	Chr_3	Chr_3	+1	128	387	707141	707803	707141	707803	15886002	15886664	0	BroadInstitute	2	predicted
CC1G_04649.2	CC1G_04649T0	Chr_3	Chr_3	+1	238	717	708769	709804	708769	709804	15887630	15888665	0	BroadInstitute	2	predicted
CC1G_14117.2	CC1G_14117T0	Chr_3	Chr_3	-1	531	1596	711866	713515	711866	713515	15890727	15892376	0	BroadInstitute	2	predicted
CC1G_14118.2	CC1G_14118T0	Chr_3	Chr_3	-1	725	2178	713891	716319	713891	716319	15892752	15895180	0	BroadInstitute	2	predicted
CC1G_04651.2	CC1G_04651T0	Chr_3	Chr_3	-1	768	2307	716613	719222	716613	719222	15895474	15898083	0	BroadInstitute	2	predicted
CC1G_04652.2	CC1G_04652T0	Chr_3	Chr_3	+1	218	657	719698	720417	719698	720417	15898559	15899278	0	BroadInstitute	2	predicted
CC1G_04653.2	CC1G_04653T0	Chr_3	Chr_3	-1	246	741	724019	725010	724019	725010	15902880	15903871	0	BroadInstitute	2	predicted
CC1G_04654.2	CC1G_04654T0	Chr_3	Chr_3	-1	589	1770	727103	728944	727103	728944	15905964	15907805	0	BroadInstitute	2	predicted
CC1G_04655.2	CC1G_04655T0	Chr_3	Chr_3	+1	598	1797	730003	731976	730003	731976	15908864	15910837	0	BroadInstitute	2	predicted
CC1G_04656.2	CC1G_04656T0	Chr_3	Chr_3	+1	452	1359	733018	734924	733018	734924	15911879	15913785	0	BroadInstitute	2	predicted
CC1G_04657.2	CC1G_04657T0	Chr_3	Chr_3	-1	519	1560	735055	737451	735055	737451	15913916	15916312	0	BroadInstitute	2	predicted
CC1G_04658.2	CC1G_04658T0	Chr_3	Chr_3	+1	702	2109	738292	740631	738292	740631	15917153	15919492	0	BroadInstitute	2	predicted
CC1G_04659.2	CC1G_04659T0	Chr_3	Chr_3	+1	342	1029	740891	742029	740891	742029	15919752	15920890	0	BroadInstitute	2	predicted
CC1G_04660.2	CC1G_04660T0	Chr_3	Chr_3	+1	263	792	742836	743745	742836	743745	15921697	15922606	0	BroadInstitute	2	predicted
CC1G_04661.2	CC1G_04661T0	Chr_3	Chr_3	-1	324	975	744967	746190	744967	746190	15923828	15925051	0	BroadInstitute	2	predicted
CC1G_04662.2	CC1G_04662T0	Chr_3	Chr_3	-1	210	633	746715	747483	746715	747483	15925576	15926344	0	BroadInstitute	2	predicted
CC1G_04663.2	CC1G_04663T0	Chr_3	Chr_3	-1	258	777	748065	749257	748065	749257	15926926	15928118	0	BroadInstitute	2	predicted
CC1G_04664.2	CC1G_04664T0	Chr_3	Chr_3	+1	256	771	749489	750382	749489	750382	15928350	15929243	0	BroadInstitute	2	predicted
CC1G_04665.2	CC1G_04665T0	Chr_3	Chr_3	+1	293	882	750428	751426	750428	751426	15929289	15930287	0	BroadInstitute	2	predicted
CC1G_04666.2	CC1G_04666T0	Chr_3	Chr_3	+1	154	465	751910	752481	751910	752481	15930771	15931342	0	BroadInstitute	2	predicted
CC1G_04667.2	CC1G_04667T0	Chr_3	Chr_3	+1	678	2037	753476	755512	753476	755512	15932337	15934373	0	BroadInstitute	2	predicted
CC1G_04668.2	CC1G_04668T0	Chr_3	Chr_3	-1	104	315	755957	756324	755957	756324	15934818	15935185	0	BroadInstitute	2	predicted
CC1G_04669.2	CC1G_04669T0	Chr_3	Chr_3	+1	161	486	756954	757556	756954	757556	15935815	15936417	0	BroadInstitute	2	predicted
CC1G_04670.2	CC1G_04670T0	Chr_3	Chr_3	-1	719	2160	758264	760637	758264	760637	15937125	15939498	0	BroadInstitute	2	predicted
CC1G_04671.2	CC1G_04671T0	Chr_3	Chr_3	-1	497	1494	760853	762821	760853	762821	15939714	15941682	0	BroadInstitute	2	predicted
CC1G_04672.2	CC1G_04672T0	Chr_3	Chr_3	+1	409	1230	763410	765555	763410	765555	15942271	15944416	0	BroadInstitute	2	predicted
CC1G_04673.2	CC1G_04673T0	Chr_3	Chr_3	+1	154	465	766058	766576	766058	766576	15944919	15945437	0	BroadInstitute	2	predicted
CC1G_04674.2	CC1G_04674T0	Chr_3	Chr_3	+1	946	2841	766718	770600	766718	770600	15945579	15949461	0	BroadInstitute	2	predicted
CC1G_14119.2	CC1G_14119T0	Chr_3	Chr_3	+1	393	1182	771844	773025	771844	773025	15950705	15951886	0	BroadInstitute	2	predicted
CC1G_04675.2	CC1G_04675T0	Chr_3	Chr_3	-1	264	795	773178	774168	773178	774168	15952039	15953029	0	BroadInstitute	2	predicted
CC1G_04676.2	CC1G_04676T0	Chr_3	Chr_3	-1	269	810	774646	775566	774646	775566	15953507	15954427	0	BroadInstitute	2	predicted
CC1G_04677.2	CC1G_04677T0	Chr_3	Chr_3	-1	401	1206	776432	777748	776432	777748	15955293	15956609	0	BroadInstitute	2	predicted
CC1G_04678.2	CC1G_04678T0	Chr_3	Chr_3	-1	511	1536	778516	780122	778516	780122	15957377	15958983	0	BroadInstitute	2	predicted
CC1G_04679.2	CC1G_04679T0	Chr_3	Chr_3	+1	1291	3876	782525	786953	782525	786953	15961386	15965814	0	BroadInstitute	2	predicted
CC1G_04680.2	CC1G_04680T0	Chr_3	Chr_3	-1	391	1176	787270	788573	787270	788573	15966131	15967434	0	BroadInstitute	2	predicted
CC1G_04681.2	CC1G_04681T0	Chr_3	Chr_3	-1	548	1647	788868	790514	788868	790514	15967729	15969375	0	BroadInstitute	2	predicted
CC1G_14120.2	CC1G_14120T0	Chr_3	Chr_3	-1	1421	4266	791789	797032	791789	797032	15970650	15975893	0	BroadInstitute	2	predicted
CC1G_04684.2	CC1G_04684T0	Chr_3	Chr_3	+1	664	1995	801951	804050	801951	804050	15980812	15982911	0	BroadInstitute	2	predicted
CC1G_04685.2	CC1G_04685T0	Chr_3	Chr_3	-1	623	1872	804704	806690	804704	806690	15983565	15985551	0	BroadInstitute	2	predicted
CC1G_04686.2	CC1G_04686T0	Chr_3	Chr_3	-1	126	381	807397	808391	807397	808391	15986258	15987252	0	BroadInstitute	2	predicted
CC1G_04687.2	CC1G_04687T0	Chr_3	Chr_3	-1	327	984	808981	810504	808981	810504	15987842	15989365	0	BroadInstitute	2	predicted
CC1G_04688.2	CC1G_04688T0	Chr_3	Chr_3	-1	506	1521	811273	812793	811273	812793	15990134	15991654	0	BroadInstitute	2	predicted
CC1G_04689.2	CC1G_04689T0	Chr_3	Chr_3	-1	188	567	813324	814459	813324	814459	15992185	15993320	0	BroadInstitute	2	predicted
CC1G_04691.2	CC1G_04691T0	Chr_3	Chr_3	-1	615	1848	815508	818191	815508	818191	15994369	15997052	0	BroadInstitute	2	predicted
CC1G_04692.2	CC1G_04692T0	Chr_3	Chr_3	+1	430	1293	818984	820785	818984	820785	15997845	15999646	0	BroadInstitute	2	predicted
CC1G_04693.2	CC1G_04693T0	Chr_3	Chr_3	-1	914	2745	822043	825436	822043	825436	16000904	16004297	0	BroadInstitute	2	predicted
CC1G_04694.2	CC1G_04694T0	Chr_3	Chr_3	-1	313	942	826407	828214	826407	828214	16005268	16007075	0	BroadInstitute	2	predicted
CC1G_04695.2	CC1G_04695T0	Chr_3	Chr_3	-1	319	960	828819	830091	828819	830091	16007680	16008952	0	BroadInstitute	2	predicted
CC1G_04696.2	CC1G_04696T0	Chr_3	Chr_3	+1	369	1110	831662	833178	831662	833178	16010523	16012039	0	BroadInstitute	2	predicted
CC1G_04697.2	CC1G_04697T0	Chr_3	Chr_3	-1	324	975	835227	836358	835227	836358	16014088	16015219	0	BroadInstitute	2	predicted
CC1G_04448.2	CC1G_04448T0	Chr_3	Chr_3	+1	665	1998	851367	853417	851367	853417	16030228	16032278	0	BroadInstitute	2	predicted
CC1G_14121.2	CC1G_14121T0	Chr_3	Chr_3	-1	174	525	854889	855468	854889	855468	16033750	16034329	0	BroadInstitute	2	predicted
CC1G_04449.2	CC1G_04449T0	Chr_3	Chr_3	-1	205	618	856695	857467	856695	857467	16035556	16036328	0	BroadInstitute	2	predicted
CC1G_14122.2	CC1G_14122T0	Chr_3	Chr_3	+1	781	2346	858357	861553	858357	861553	16037218	16040414	0	BroadInstitute	2	predicted
CC1G_04455.2	CC1G_04455T0	Chr_3	Chr_3	+1	160	483	869043	869642	869043	869642	16047904	16048503	0	BroadInstitute	2	predicted
CC1G_04456.2	CC1G_04456T0	Chr_3	Chr_3	+1	561	1686	869966	871763	869966	871763	16048827	16050624	0	BroadInstitute	2	predicted
CC1G_04458.2	CC1G_04458T0	Chr_3	Chr_3	+1	264	795	878289	879456	878289	879456	16057150	16058317	0	BroadInstitute	2	predicted
CC1G_04459.2	CC1G_04459T0	Chr_3	Chr_3	+1	154	465	879746	880472	879746	880472	16058607	16059333	0	BroadInstitute	2	predicted
CC1G_04460.2	CC1G_04460T0	Chr_3	Chr_3	+1	412	1239	881728	883012	881728	883012	16060589	16061873	0	BroadInstitute	2	predicted
CC1G_14123.2	CC1G_14123T0	Chr_3	Chr_3	+1	121	366	883345	883918	883345	883918	16062206	16062779	0	BroadInstitute	2	predicted
CC1G_14124.2	CC1G_14124T0	Chr_3	Chr_3	+1	144	435	885262	885831	885262	885831	16064123	16064692	0	BroadInstitute	2	predicted
CC1G_04462.2	CC1G_04462T0	Chr_3	Chr_3	+1	192	579	886435	887013	886435	887013	16065296	16065874	0	BroadInstitute	2	predicted
CC1G_04463.2	CC1G_04463T0	Chr_3	Chr_3	-1	674	2025	887061	889135	887061	889135	16065922	16067996	0	BroadInstitute	2	predicted
CC1G_04464.2	CC1G_04464T0	Chr_3	Chr_3	+1	334	1005	889376	891240	889376	891240	16068237	16070101	0	BroadInstitute	2	predicted
CC1G_04465.2	CC1G_04465T0	Chr_3	Chr_3	-1	1623	4872	891642	897146	891642	897146	16070503	16076007	0	BroadInstitute	2	predicted
CC1G_04466.2	CC1G_04466T0	Chr_3	Chr_3	-1	422	1269	897959	899461	897959	899461	16076820	16078322	0	BroadInstitute	2	predicted
CC1G_04467.2	CC1G_04467T0	Chr_3	Chr_3	-1	502	1509	900003	902120	900003	902120	16078864	16080981	0	BroadInstitute	2	predicted
CC1G_04469.2	CC1G_04469T0	Chr_3	Chr_3	-1	333	1002	902991	904335	902991	904335	16081852	16083196	0	BroadInstitute	2	predicted
CC1G_04470.2	CC1G_04470T0	Chr_3	Chr_3	-1	498	1497	909877	911508	909877	911508	16088738	16090369	0	BroadInstitute	2	predicted
CC1G_14125.2	CC1G_14125T0	Chr_3	Chr_3	-1	423	1272	911900	913422	911900	913422	16090761	16092283	0	BroadInstitute	2	predicted
CC1G_04473.2	CC1G_04473T0	Chr_3	Chr_3	+1	305	918	914052	915308	914052	915308	16092913	16094169	0	BroadInstitute	2	predicted
CC1G_04474.2	CC1G_04474T0	Chr_3	Chr_3	-1	514	1545	919196	921054	919196	921054	16098057	16099915	0	BroadInstitute	2	predicted
CC1G_14126.2	CC1G_14126T0	Chr_3	Chr_3	-1	529	1590	922342	923931	922342	923931	16101203	16102792	0	BroadInstitute	2	predicted
CC1G_04475.2	CC1G_04475T0	Chr_3	Chr_3	-1	487	1464	924426	926043	924426	926043	16103287	16104904	0	BroadInstitute	2	predicted
CC1G_04476.2	CC1G_04476T0	Chr_3	Chr_3	-1	392	1179	926408	928024	926408	928024	16105269	16106885	0	BroadInstitute	2	predicted
CC1G_04477.2	CC1G_04477T0	Chr_3	Chr_3	+1	330	993	928345	929401	928345	929401	16107206	16108262	0	BroadInstitute	2	predicted
CC1G_04478.2	CC1G_04478T0	Chr_3	Chr_3	-1	1440	4323	929788	935039	929788	935039	16108649	16113900	0	BroadInstitute	2	predicted
CC1G_04479.2	CC1G_04479T0	Chr_3	Chr_3	+1	279	840	935329	936707	935329	936707	16114190	16115568	0	BroadInstitute	2	predicted
CC1G_04480.2	CC1G_04480T0	Chr_3	Chr_3	-1	403	1212	937182	938780	937182	938780	16116043	16117641	0	BroadInstitute	2	predicted
CC1G_04481.2	CC1G_04481T0	Chr_3	Chr_3	-1	396	1191	939479	940959	939479	940959	16118340	16119820	0	BroadInstitute	2	predicted
CC1G_04482.2	CC1G_04482T0	Chr_3	Chr_3	+1	870	2613	941179	944459	941179	944459	16120040	16123320	0	BroadInstitute	2	predicted
CC1G_14127.2	CC1G_14127T0	Chr_3	Chr_3	+1	45	138	945022	945391	945022	945391	16123883	16124252	0	BroadInstitute	2	predicted
CC1G_04483.2	CC1G_04483T0	Chr_3	Chr_3	+1	405	1218	946145	947650	946145	947650	16125006	16126511	0	BroadInstitute	2	predicted
CC1G_04484.2	CC1G_04484T0	Chr_3	Chr_3	+1	725	2178	948110	950784	948110	950784	16126971	16129645	0	BroadInstitute	2	predicted
CC1G_04485.2	CC1G_04485T0	Chr_3	Chr_3	-1	154	465	951125	951748	951125	951748	16129986	16130609	0	BroadInstitute	2	predicted
CC1G_04486.2	CC1G_04486T0	Chr_3	Chr_3	+1	834	2505	952048	954835	952048	954835	16130909	16133696	0	BroadInstitute	2	predicted
CC1G_04487.2	CC1G_04487T0	Chr_3	Chr_3	-1	482	1449	955238	957154	955238	957154	16134099	16136015	0	BroadInstitute	2	predicted
CC1G_04488.2	CC1G_04488T0	Chr_3	Chr_3	-1	190	573	957352	958213	957352	958213	16136213	16137074	0	BroadInstitute	2	predicted
CC1G_04489.2	CC1G_04489T0	Chr_3	Chr_3	-1	291	876	958603	959871	958603	959871	16137464	16138732	0	BroadInstitute	2	predicted
CC1G_04490.2	CC1G_04490T0	Chr_3	Chr_3	-1	209	630	960261	961107	960261	961107	16139122	16139968	0	BroadInstitute	2	predicted
CC1G_04491.2	CC1G_04491T0	Chr_3	Chr_3	+1	334	1005	961824	962935	961824	962935	16140685	16141796	0	BroadInstitute	2	predicted
CC1G_04492.2	CC1G_04492T0	Chr_3	Chr_3	+1	147	444	963461	964079	963461	964079	16142322	16142940	0	BroadInstitute	2	predicted
CC1G_04493.2	CC1G_04493T0	Chr_3	Chr_3	-1	514	1545	964275	966472	964275	966472	16143136	16145333	0	BroadInstitute	2	predicted
CC1G_04494.2	CC1G_04494T0	Chr_3	Chr_3	+1	368	1107	966791	967897	966791	967897	16145652	16146758	0	BroadInstitute	2	predicted
CC1G_14128.2	CC1G_14128T0	Chr_3	Chr_3	-1	106	321	968099	968480	968099	968480	16146960	16147341	0	BroadInstitute	2	predicted
CC1G_14129.2	CC1G_14129T0	Chr_3	Chr_3	-1	625	1878	968687	970586	968687	970586	16147548	16149447	0	BroadInstitute	2	predicted
CC1G_04496.2	CC1G_04496T0	Chr_3	Chr_3	+1	1025	3078	971095	975004	971095	975004	16149956	16153865	0	BroadInstitute	2	predicted
CC1G_04497.2	CC1G_04497T0	Chr_3	Chr_3	+1	459	1380	975278	976807	975278	976807	16154139	16155668	0	BroadInstitute	2	predicted
CC1G_04498.2	CC1G_04498T0	Chr_3	Chr_3	-1	760	2283	977169	979826	977169	979826	16156030	16158687	0	BroadInstitute	2	predicted
CC1G_04499.2	CC1G_04499T0	Chr_3	Chr_3	+1	99	300	982683	983048	982683	983048	16161544	16161909	0	BroadInstitute	2	predicted
CC1G_04500.2	CC1G_04500T0	Chr_3	Chr_3	+1	1113	3342	983666	987007	983666	987007	16162527	16165868	0	BroadInstitute	2	predicted
CC1G_04501.2	CC1G_04501T0	Chr_3	Chr_3	-1	263	792	987319	988684	987319	988684	16166180	16167545	0	BroadInstitute	2	predicted
CC1G_04502.2	CC1G_04502T0	Chr_3	Chr_3	+1	553	1662	988946	990607	988946	990607	16167807	16169468	0	BroadInstitute	2	predicted
CC1G_04503.2	CC1G_04503T0	Chr_3	Chr_3	-1	851	2556	990891	993809	990891	993809	16169752	16172670	0	BroadInstitute	2	predicted
CC1G_14130.2	CC1G_14130T0	Chr_3	Chr_3	+1	87	264	996346	996726	996346	996726	16175207	16175587	0	BroadInstitute	2	predicted
