#model	count	dS_inv	dN	scaffold	start_position
Ccin:CC1G_02701T0	7	0.432900432900433	0.8	IV	446026
Ccin:CC1G_02703T0	6	0.393700787401575	0.82	IV	449849
Ccin:CC1G_02708T0	5	0.471698113207547	0.85	IV	460374
Ccin:CC1G_02711T0	3	0.40650406504065	0.78	IV	476697
Ccin:CC1G_14325T0	3	0.374531835205993	0.84	IV	478929
Ccin:CC1G_02714T0	2	0.432900432900433	1.06	IV	489684
Ccin:CC1G_02724T0	1	50	0.01	IV	519252
Ccin:CC1G_14328T0	5	0.431034482758621	0.83	IV	543690
Ccin:CC1G_02731T0	4	0.543478260869565	0.55	IV	546344
Ccin:CC1G_12752T0	5	0.632911392405063	0.52	IV	558547
Ccin:CC1G_12756T0	6	0.684931506849315	0.46	IV	565998
Ccin:CC1G_12757T0	6	0.671140939597315	0.51	IV	568246
Ccin:CC1G_12760T0	5	0.657894736842105	0.46	IV	574910
Ccin:CC1G_13217T0	5	0.65359477124183	0.49	IV	588989
Ccin:CC1G_13469T0	5	0.934579439252336	0.45	IV	596116
Ccin:CC1G_14334T0	7	0.8	0.43	IV	610403
Ccin:CC1G_09049T0	7	0.595238095238095	0.52	IV	613992
Ccin:CC1G_09050T0	7	0.555555555555556	0.61	IV	616046
Ccin:CC1G_09055T0	8	0.531914893617021	0.72	IV	627877
Ccin:CC1G_09056T0	9	0.50251256281407	0.75	IV	630726
Ccin:CC1G_09057T0	10	0.543478260869565	0.74	IV	632855
Ccin:CC1G_09059T0	9	0.549450549450549	0.69	IV	638140
Ccin:CC1G_14335T0	9	0.520833333333333	0.69	IV	648364
Ccin:CC1G_09064T0	10	0.505050505050505	0.73	IV	651920
Ccin:CC1G_09065T0	9	0.520833333333333	0.71	IV	654230
Ccin:CC1G_09066T0	8	0.485436893203884	0.81	IV	657374
Ccin:CC1G_09071T0	10	0.520833333333333	0.8	IV	670838
Ccin:CC1G_09072T0	10	0.549450549450549	0.71	IV	672368
Ccin:CC1G_09073T0	9	0.581395348837209	0.7	IV	676738
Ccin:CC1G_09076T0	7	0.578034682080925	0.73	IV	682822
Ccin:CC1G_09078T0	8	0.591715976331361	0.68	IV	687899
Ccin:CC1G_09079T0	9	0.657894736842105	0.67	IV	690664
Ccin:CC1G_09080T0	10	0.689655172413793	0.57	IV	692587
Ccin:CC1G_09083T0	11	0.694444444444444	0.55	IV	705717
Ccin:CC1G_09086T0	10	0.72463768115942	0.53	IV	711951
Ccin:CC1G_09087T0	9	0.662251655629139	0.59	IV	714011
Ccin:CC1G_09088T0	8	0.746268656716418	0.55	IV	717134
Ccin:CC1G_09090T0	7	0.87719298245614	0.46	IV	722595
Ccin:CC1G_09091T0	7	0.746268656716418	0.51	IV	725163
Ccin:CC1G_09092T0	7	0.87719298245614	0.46	IV	727615
Ccin:CC1G_09093T0	7	0.869565217391304	0.45	IV	729060
Ccin:CC1G_12403T0	5	0.465116279069767	0.75	IV	765396
Ccin:CC1G_12406T0	6	0.418410041841004	0.82	IV	771529
Ccin:CC1G_12407T0	6	0.446428571428571	0.84	IV	772615
Ccin:CC1G_12408T0	6	0.465116279069767	0.76	IV	776172
Ccin:CC1G_14338T0	6	0.462962962962963	0.75	IV	778393
Ccin:CC1G_10734T0	12	0.423728813559322	0.82	IV	788036
Ccin:CC1G_10738T0	12	0.45045045045045	0.73	IV	796325
Ccin:CC1G_10742T0	10	0.43859649122807	0.75	IV	804422
Ccin:CC1G_10743T0	11	0.43859649122807	0.76	IV	806075
Ccin:CC1G_10744T0	11	0.440528634361233	0.69	IV	807890
Ccin:CC1G_14341T0	11	0.432900432900433	0.75	IV	809091
Ccin:CC1G_10745T0	11	0.446428571428571	0.69	IV	810702
Ccin:CC1G_10747T0	12	0.446428571428571	0.8	IV	812959
Ccin:CC1G_10750T0	13	0.444444444444444	0.79	IV	820257
Ccin:CC1G_10753T0	14	0.497512437810945	0.69	IV	828065
Ccin:CC1G_10754T0	14	0.469483568075117	0.67	IV	828859
Ccin:CC1G_10755T0	14	0.495049504950495	0.69	IV	830783
Ccin:CC1G_10758T0	13	0.558659217877095	0.52	IV	837819
Ccin:CC1G_10760T0	13	0.558659217877095	0.63	IV	841647
Ccin:CC1G_10761T0	13	0.568181818181818	0.61	IV	843496
Ccin:CC1G_10764T0	13	0.584795321637427	0.63	IV	847303
Ccin:CC1G_10766T0	13	0.531914893617021	0.67	IV	850720
Ccin:CC1G_10768T0	13	0.606060606060606	0.59	IV	854977
Ccin:CC1G_10769T0	12	0.609756097560976	0.6	IV	856556
Ccin:CC1G_14343T0	14	0.689655172413793	0.53	IV	861260
Ccin:CC1G_10770T0	14	0.793650793650794	0.5	IV	862399
Ccin:CC1G_14344T0	14	0.735294117647059	0.45	IV	863154
Ccin:CC1G_10773T0	13	0.72463768115942	0.54	IV	868618
Ccin:CC1G_13154T0	14	0.645161290322581	0.6	IV	877019
Ccin:CC1G_13155T0	14	0.636942675159236	0.62	IV	879428
Ccin:CC1G_14346T0	13	0.588235294117647	0.65	IV	884154
Ccin:CC1G_12789T0	13	0.606060606060606	0.62	IV	884823
Ccin:CC1G_12790T0	11	0.680272108843537	0.59	IV	887592
Ccin:CC1G_12791T0	11	0.72463768115942	0.5	IV	891797
Ccin:CC1G_12793T0	10	0.714285714285714	0.5	IV	894565
Ccin:CC1G_12794T0	10	0.892857142857143	0.52	IV	895636
Ccin:CC1G_12795T0	11	0.662251655629139	0.57	IV	900912
Ccin:CC1G_12796T0	10	0.628930817610063	0.59	IV	905037
Ccin:CC1G_12494T0	7	0.552486187845304	0.64	IV	914272
Ccin:CC1G_14347T0	4	1.23456790123457	0.28	IV	920880
Ccin:CC1G_12498T0	3	1.0989010989011	0.26	IV	928569
Ccin:CC1G_11887T0	2	0.284900284900285	0.81	IV	954266
Ccin:CC1G_11889T0	2	0.305810397553517	0.54	IV	957971
Ccin:CC1G_11892T0	3	0.425531914893617	0.55	IV	962501
Ccin:CC1G_11897T0	1	0.23696682464455	0.83	IV	986243
Ccin:CC1G_12467T0	4	0.735294117647059	0.42	IV	1018279
Ccin:CC1G_12468T0	5	0.925925925925926	0.36	IV	1019232
Ccin:CC1G_12469T0	5	1.03092783505155	0.38	IV	1021213
Ccin:CC1G_12470T0	7	0.662251655629139	0.56	IV	1025396
Ccin:CC1G_12715T0	11	0.925925925925926	0.29	IV	1039131
Ccin:CC1G_12716T0	12	0.91743119266055	0.36	IV	1043755
Ccin:CC1G_12717T0	11	1.17647058823529	0.32	IV	1047255
Ccin:CC1G_14352T0	11	1.23456790123457	0.29	IV	1048263
Ccin:CC1G_12718T0	10	1.19047619047619	0.38	IV	1050479
Ccin:CC1G_12720T0	11	0.833333333333333	0.46	IV	1053809
Ccin:CC1G_12721T0	11	0.78740157480315	0.47	IV	1054876
Ccin:CC1G_14354T0	12	0.78740157480315	0.49	IV	1060335
Ccin:CC1G_14355T0	11	0.847457627118644	0.4	IV	1064938
Ccin:CC1G_13035T0	12	0.87719298245614	0.41	IV	1067302
Ccin:CC1G_13036T0	11	0.87719298245614	0.43	IV	1069070
Ccin:CC1G_11659T0	8	2.56410256410256	0.18	IV	1077963
Ccin:CC1G_11661T0	7	1.26582278481013	0.31	IV	1084103
Ccin:CC1G_11664T0	6	0.99009900990099	0.4	IV	1090037
Ccin:CC1G_11673T0	5	0.549450549450549	0.5	IV	1106767
Ccin:CC1G_11674T0	6	0.43859649122807	0.72	IV	1109819
Ccin:CC1G_11680T0	7	0.458715596330275	0.54	IV	1125665
Ccin:CC1G_11681T0	8	0.421940928270042	0.66	IV	1128820
Ccin:CC1G_11682T0	9	0.389105058365759	0.56	IV	1132526
Ccin:CC1G_11683T0	10	0.386100386100386	0.56	IV	1134300
Ccin:CC1G_07815T0	12	0.37593984962406	0.72	IV	1142211
Ccin:CC1G_07818T0	13	0.421940928270042	0.72	IV	1149804
Ccin:CC1G_14358T0	12	0.434782608695652	0.65	IV	1152056
Ccin:CC1G_14359T0	11	0.427350427350427	0.71	IV	1154157
Ccin:CC1G_07820T0	11	0.43859649122807	0.71	IV	1156143
Ccin:CC1G_07821T0	10	0.429184549356223	0.69	IV	1158545
Ccin:CC1G_07823T0	9	0.423728813559322	0.59	IV	1162101
Ccin:CC1G_07824T0	9	0.398406374501992	0.67	IV	1164218
Ccin:CC1G_07825T0	9	0.43859649122807	0.6	IV	1165841
Ccin:CC1G_07827T0	9	0.40650406504065	0.79	IV	1168390
Ccin:CC1G_07835T0	4	0.4739336492891	0.83	IV	1191666
Ccin:CC1G_07837T0	3	0.45045045045045	1.19	IV	1196758
Ccin:CC1G_07843T0	5	0.483091787439614	0.94	IV	1211455
Ccin:CC1G_07844T0	5	0.53475935828877	0.91	IV	1213673
Ccin:CC1G_07848T0	4	0.431034482758621	0.93	IV	1226639
Ccin:CC1G_07849T0	5	0.526315789473684	0.78	IV	1228740
Ccin:CC1G_07855T0	5	0.476190476190476	0.68	IV	1249755
Ccin:CC1G_14362T0	5	0.429184549356223	0.88	IV	1253247
Ccin:CC1G_14363T0	4	0.537634408602151	0.94	IV	1255883
Ccin:CC1G_07858T0	4	0.460829493087558	0.8	IV	1260655
Ccin:CC1G_07862T0	5	0.380228136882129	0.72	IV	1277268
Ccin:CC1G_07870T0	4	0.490196078431373	0.79	IV	1290541
Ccin:CC1G_07871T0	5	0.431034482758621	0.65	IV	1291583
Ccin:CC1G_07875T0	7	0.429184549356223	0.53	IV	1309200
Ccin:CC1G_07876T0	8	0.403225806451613	0.69	IV	1314380
Ccin:CC1G_07877T0	7	0.480769230769231	0.72	IV	1316194
Ccin:CC1G_11630T0	6	0.436681222707424	0.71	IV	1318826
Ccin:CC1G_11633T0	6	0.50251256281407	0.58	IV	1328238
Ccin:CC1G_11635T0	6	0.495049504950495	0.71	IV	1333297
Ccin:CC1G_11638T0	5	0.492610837438424	0.49	IV	1339079
Ccin:CC1G_11167T0	4	0.120192307692308	0.88	IV	1414466
Ccin:CC1G_11170T0	4	0.122850122850123	0.91	IV	1420768
Ccin:CC1G_11175T0	4	0.1194743130227	0.93	IV	1435190
Ccin:CC1G_11176T0	4	0.515463917525773	0.85	IV	1437326
Ccin:CC1G_14373T0	4	0.116822429906542	0.99	IV	1438147
Ccin:CC1G_14376T0	4	0.40650406504065	0.94	IV	1475741
Ccin:CC1G_12374T0	4	0.495049504950495	0.97	IV	1481799
Ccin:CC1G_12375T0	4	0.434782608695652	0.84	IV	1487027
Ccin:CC1G_12376T0	4	0.436681222707424	0.68	IV	1488838
Ccin:CC1G_12377T0	4	0.418410041841004	0.76	IV	1490912
Ccin:CC1G_13236T0	2	0.564971751412429	0.8	IV	1548105
Ccin:CC1G_14380T0	2	1.21951219512195	0.38	IV	1560538
Ccin:CC1G_14381T0	2	0.925925925925926	0.52	IV	1561720
Ccin:CC1G_10937T0	2	0.404858299595142	1.01	IV	1605696
Ccin:CC1G_10944T0	4	0.387596899224806	0.55	IV	1623001
Ccin:CC1G_10945T0	4	0.371747211895911	0.56	IV	1626207
Ccin:CC1G_10949T0	3	0.314465408805031	0.87	IV	1632884
Ccin:CC1G_14386T0	5	0.518134715025907	0.66	IV	1647080
Ccin:CC1G_06261T0	2	0.327868852459016	0.56	IV	1660391
Ccin:CC1G_06264T0	2	0.29940119760479	0.54	IV	1667079
Ccin:CC1G_06286T0	2	0.347222222222222	0.86	IV	1725858
Ccin:CC1G_06290T0	3	0.440528634361233	1.04	IV	1733561
Ccin:CC1G_06292T0	3	0.338983050847458	1.01	IV	1739733
Ccin:CC1G_06298T0	2	0.347222222222222	0.86	IV	1755136
Ccin:CC1G_06309T0	3	0.338983050847458	1.03	IV	1783434
Ccin:CC1G_14392T0	3	0.29940119760479	1.04	IV	1787196
Ccin:CC1G_06313T0	3	0.383141762452107	0.97	IV	1792910
Ccin:CC1G_06318T0	5	0.392156862745098	1.19	IV	1802959
Ccin:CC1G_06325T0	5	0.367647058823529	1.02	IV	1822858
Ccin:CC1G_06326T0	5	0.355871886120996	1.02	IV	1826146
Ccin:CC1G_06329T0	5	0.393700787401575	1.14	IV	1834033
Ccin:CC1G_06333T0	6	0.425531914893617	1.12	IV	1842365
Ccin:CC1G_06334T0	7	0.411522633744856	1.18	IV	1845335
Ccin:CC1G_06338T0	5	0.357142857142857	1.1	IV	1853433
Ccin:CC1G_14405T0	4	0.344827586206897	1.13	IV	1862294
Ccin:CC1G_06343T0	3	0.386100386100386	1.07	IV	1867445
Ccin:CC1G_14407T0	4	0.446428571428571	0.8	IV	1900429
Ccin:CC1G_14408T0	4	0.45045045045045	0.75	IV	1900942
Ccin:CC1G_06356T0	4	0.480769230769231	0.87	IV	1906058
Ccin:CC1G_14410T0	4	0.460829493087558	0.73	IV	1918369
Ccin:CC1G_14411T0	5	0.467289719626168	0.77	IV	1920838
Ccin:CC1G_06367T0	3	0.45045045045045	0.92	IV	1945016
Ccin:CC1G_06369T0	3	0.429184549356223	0.98	IV	1952590
Ccin:CC1G_06373T0	3	0.427350427350427	0.96	IV	1965537
Ccin:CC1G_06375T0	2	0.454545454545455	0.88	IV	1970630
Ccin:CC1G_06417T0	1	0.497512437810945	0.6	IV	2079430
Ccin:CC1G_06423T0	4	0.588235294117647	1.14	IV	2102418
Ccin:CC1G_06425T0	3	0.574712643678161	0.86	IV	2107598
Ccin:CC1G_06426T0	3	0.574712643678161	1.3	IV	2109688
Ccin:CC1G_06431T0	3	0.598802395209581	0.7	IV	2120988
Ccin:CC1G_06441T0	2	0.378787878787879	1.15	IV	2152436
Ccin:CC1G_06445T0	4	0.763358778625954	0.56	IV	2161567
Ccin:CC1G_12975T0	4	0.684931506849315	0.47	IV	2164544
Ccin:CC1G_12980T0	6	0.568181818181818	0.58	IV	2179927
Ccin:CC1G_12409T0	7	0.584795321637427	0.52	IV	2182825
Ccin:CC1G_12411T0	6	0.689655172413793	0.26	IV	2189586
Ccin:CC1G_12414T0	7	0.847457627118644	0.24	IV	2194743
Ccin:CC1G_12415T0	7	0.78740157480315	0.17	IV	2198650
Ccin:CC1G_12419T0	7	0.598802395209581	0.38	IV	2206775
Ccin:CC1G_12421T0	6	0.555555555555556	0.41	IV	2211977
Ccin:CC1G_14424T0	6	0.471698113207547	0.49	IV	2214741
Ccin:CC1G_12567T0	5	0.546448087431694	0.39	IV	2228821
Ccin:CC1G_12570T0	4	0.436681222707424	0.78	IV	2238265
Ccin:CC1G_07046T0	3	0.395256916996047	0.95	IV	2252733
Ccin:CC1G_07048T0	2	0.537634408602151	0.6	IV	2257777
Ccin:CC1G_07084T0	2	0.625	0.91	IV	2369050
Ccin:CC1G_07085T0	2	0.440528634361233	1.05	IV	2375471
Ccin:CC1G_07088T0	2	0.561797752808989	0.86	IV	2381356
Ccin:CC1G_07111T0	2	0.37037037037037	0.62	IV	2445597
Ccin:CC1G_07112T0	3	0.396825396825397	0.68	IV	2447060
Ccin:CC1G_07115T0	4	0.421940928270042	0.65	IV	2450497
Ccin:CC1G_07556T0	8	0.431034482758621	0.74	IV	2471619
Ccin:CC1G_07557T0	7	0.434782608695652	0.69	IV	2473567
Ccin:CC1G_07559T0	7	0.440528634361233	0.79	IV	2478336
Ccin:CC1G_07560T0	7	0.458715596330275	0.68	IV	2481170
Ccin:CC1G_14440T0	7	0.444444444444444	0.7	IV	2483602
Ccin:CC1G_14441T0	7	0.53475935828877	0.7	IV	2485095
Ccin:CC1G_07562T0	7	0.452488687782805	0.73	IV	2487339
Ccin:CC1G_07569T0	7	0.4739336492891	0.82	IV	2500731
Ccin:CC1G_07571T0	4	0.523560209424084	0.7	IV	2512415
Ccin:CC1G_07576T0	7	0.549450549450549	0.59	IV	2525496
Ccin:CC1G_07577T0	6	0.510204081632653	0.61	IV	2528363
Ccin:CC1G_07578T0	6	0.526315789473684	0.7	IV	2531391
Ccin:CC1G_07581T0	6	0.485436893203884	0.69	IV	2540784
Ccin:CC1G_07582T0	6	0.458715596330275	0.73	IV	2542579
Ccin:CC1G_07583T0	6	0.523560209424084	0.63	IV	2544891
Ccin:CC1G_07589T0	5	0.512820512820513	0.72	IV	2560233
Ccin:CC1G_07595T0	5	0.440528634361233	0.9	IV	2575530
Ccin:CC1G_14446T0	5	0.448430493273543	0.87	IV	2584764
Ccin:CC1G_14447T0	5	0.523560209424084	0.66	IV	2585960
Ccin:CC1G_07598T0	5	0.45662100456621	0.81	IV	2587915
Ccin:CC1G_07600T0	6	0.487804878048781	0.68	IV	2595367
Ccin:CC1G_07604T0	5	0.5	0.71	IV	2610656
Ccin:CC1G_07606T0	4	0.546448087431694	0.68	IV	2619014
Ccin:CC1G_07608T0	3	0.53475935828877	0.62	IV	2624085
Ccin:CC1G_14451T0	5	0.54054054054054	0.66	IV	2643453
Ccin:CC1G_10029T0	3	0.436681222707424	0.86	IV	2651289
Ccin:CC1G_10030T0	3	0.598802395209581	0.85	IV	2655135
Ccin:CC1G_10033T0	3	0.505050505050505	0.79	IV	2659543
Ccin:CC1G_10050T0	1	0.244498777506112	0.98	IV	2699724
Ccin:CC1G_10055T0	2	0.495049504950495	0.74	IV	2710934
Ccin:CC1G_10061T0	2	0.264550264550265	0.92	IV	2731044
Ccin:CC1G_10067T0	2	0.444444444444444	0.86	IV	2754115
Ccin:CC1G_10068T0	1	0.288184438040346	0.85	IV	2757009
Ccin:CC1G_06176T0	2	0.520833333333333	0.64	IV	2791493
Ccin:CC1G_14458T0	3	0.588235294117647	0.47	IV	2799364
Ccin:CC1G_06184T0	5	0.546448087431694	0.97	IV	2814062
Ccin:CC1G_06186T0	5	0.632911392405063	0.82	IV	2822216
Ccin:CC1G_06188T0	6	0.483091787439614	0.63	IV	2830876
Ccin:CC1G_14461T0	6	0.495049504950495	0.72	IV	2835288
Ccin:CC1G_06193T0	6	0.403225806451613	1.07	IV	2842632
Ccin:CC1G_06195T0	5	0.497512437810945	0.99	IV	2848727
Ccin:CC1G_06196T0	5	0.497512437810945	0.97	IV	2850379
Ccin:CC1G_06201T0	4	0.384615384615385	0.58	IV	2860299
Ccin:CC1G_06206T0	3	0.434782608695652	1.08	IV	2877210
Ccin:CC1G_06210T0	2	0.373134328358209	0.8	IV	2886404
Ccin:CC1G_06212T0	2	0.318471337579618	0.84	IV	2891446
Ccin:CC1G_14469T0	1	0.552486187845304	0.78	IV	2918448
Ccin:CC1G_06228T0	3	0.561797752808989	0.73	IV	2933853
Ccin:CC1G_06235T0	3	0.490196078431373	1	IV	2947594
Ccin:CC1G_14474T0	4	0.518134715025907	0.7	IV	2955175
Ccin:CC1G_06239T0	3	0.50251256281407	0.76	IV	2965295
Ccin:CC1G_06245T0	4	0.357142857142857	0.98	IV	2979718
Ccin:CC1G_06249T0	3	0.32258064516129	0.88	IV	2992434
Ccin:CC1G_06250T0	3	0.571428571428571	0.67	IV	2994506
Ccin:CC1G_14477T0	9	0.561797752808989	0.37	IV	3016666
Ccin:CC1G_08057T0	7	0.75187969924812	0.28	IV	3022727
Ccin:CC1G_08058T0	8	0.925925925925926	0.27	IV	3024609
Ccin:CC1G_08059T0	10	1.03092783505155	0.17	IV	3027378
Ccin:CC1G_08060T0	12	0.934579439252336	0.21	IV	3029214
Ccin:CC1G_08063T0	13	0.943396226415094	0.24	IV	3035388
Ccin:CC1G_14479T0	13	0.91743119266055	0.25	IV	3036867
Ccin:CC1G_14481T0	13	0.91743119266055	0.25	IV	3039450
Ccin:CC1G_08067T0	11	1	0.2	IV	3047968
Ccin:CC1G_14483T0	10	1.12359550561798	0.21	IV	3050016
Ccin:CC1G_14484T0	11	1.02040816326531	0.31	IV	3051153
Ccin:CC1G_14485T0	10	1.25	0.27	IV	3053030
Ccin:CC1G_08068T0	10	1.36986301369863	0.22	IV	3054120
Ccin:CC1G_08071T0	11	0.980392156862745	0.33	IV	3059134
Ccin:CC1G_08077T0	6	0.869565217391304	0.39	IV	3075696
Ccin:CC1G_08079T0	3	0.806451612903226	0.62	IV	3080967
Ccin:CC1G_08080T0	3	0.558659217877095	0.85	IV	3083025
Ccin:CC1G_08091T0	2	0.371747211895911	1.17	IV	3113820
Ccin:CC1G_08095T0	2	0.431034482758621	0.86	IV	3124226
Ccin:CC1G_08098T0	2	0.423728813559322	0.83	IV	3130557
Ccin:CC1G_14491T0	3	0.91743119266055	0.48	IV	3167037
Ccin:CC1G_08110T0	3	0.99009900990099	0.39	IV	3170359
Ccin:CC1G_08114T0	5	0.8	0.43	IV	3183882
Ccin:CC1G_08118T0	7	0.75187969924812	0.55	IV	3191747
Ccin:CC1G_04051T0	5	0.840336134453782	0.56	IV	3204469
Ccin:CC1G_04052T0	5	0.680272108843537	0.62	IV	3207166
Ccin:CC1G_04054T0	4	0.8	0.5	IV	3210170
Ccin:CC1G_04055T0	6	0.909090909090909	0.42	IV	3212296
Ccin:CC1G_04060T0	7	0.719424460431655	0.45	IV	3235273
Ccin:CC1G_04061T0	7	0.709219858156028	0.44	IV	3236613
Ccin:CC1G_04062T0	6	0.952380952380952	0.24	IV	3238159
Ccin:CC1G_14498T0	7	0.884955752212389	0.47	IV	3241240
Ccin:CC1G_04065T0	7	0.806451612903226	0.45	IV	3245738
Ccin:CC1G_04066T0	7	0.694444444444444	0.48	IV	3248708
Ccin:CC1G_04067T0	7	0.72992700729927	0.45	IV	3251038
Ccin:CC1G_04069T0	7	0.662251655629139	0.32	IV	3265547
Ccin:CC1G_04073T0	4	0.471698113207547	0.68	IV	3277202
Ccin:CC1G_14500T0	4	0.4739336492891	0.69	IV	3278476
Ccin:CC1G_04074T0	4	0.819672131147541	0.5	IV	3279940
Ccin:CC1G_14503T0	5	0.357142857142857	0.75	IV	3298845
Ccin:CC1G_04085T0	3	0.305810397553517	1.01	IV	3305823
Ccin:CC1G_04091T0	4	0.37037037037037	0.87	IV	3319611
Ccin:CC1G_04092T0	3	0.273224043715847	1.04	IV	3324169
Ccin:CC1G_04097T0	6	0.423728813559322	0.87	IV	3344332
Ccin:CC1G_04100T0	5	0.584795321637427	0.68	IV	3353230
Ccin:CC1G_04103T0	5	0.641025641025641	0.5	IV	3357689
Ccin:CC1G_04105T0	6	0.469483568075117	0.7	IV	3361503
Ccin:CC1G_04107T0	8	0.561797752808989	0.58	IV	3364612
Ccin:CC1G_04112T0	10	0.699300699300699	0.51	IV	3373890
Ccin:CC1G_04116T0	9	0.826446280991736	0.49	IV	3385535
Ccin:CC1G_14508T0	8	0.662251655629139	0.53	IV	3387244
Ccin:CC1G_04117T0	8	0.689655172413793	0.51	IV	3388915
Ccin:CC1G_04118T0	7	0.699300699300699	0.45	IV	3390460
Ccin:CC1G_04119T0	7	0.680272108843537	0.53	IV	3392095
Ccin:CC1G_14510T0	8	0.574712643678161	0.6	IV	3396992
Ccin:CC1G_04121T0	8	0.543478260869565	0.44	IV	3404753
Ccin:CC1G_04128T0	4	0.561797752808989	0.42	IV	3421839
Ccin:CC1G_04130T0	5	0.662251655629139	0.63	IV	3425943
Ccin:CC1G_04134T0	7	0.515463917525773	0.51	IV	3442856
Ccin:CC1G_04137T0	7	0.595238095238095	0.32	IV	3447611
Ccin:CC1G_04138T0	7	0.50761421319797	0.45	IV	3450560
Ccin:CC1G_14516T0	8	0.666666666666667	0.32	IV	3460257
Ccin:CC1G_14517T0	9	0.606060606060606	0.42	IV	3462328
Ccin:CC1G_14520T0	11	0.561797752808989	0.43	IV	3466213
Ccin:CC1G_04144T0	11	0.546448087431694	0.51	IV	3470582
Ccin:CC1G_04149T0	11	0.609756097560976	0.42	IV	3482697
Ccin:CC1G_04150T0	11	0.632911392405063	0.43	IV	3484433
Ccin:CC1G_04151T0	11	0.561797752808989	0.44	IV	3486837
Ccin:CC1G_04152T0	10	0.537634408602151	0.5	IV	3488021
Ccin:CC1G_04153T0	11	0.584795321637427	0.43	IV	3489381
Ccin:CC1G_14522T0	11	0.591715976331361	0.4	IV	3494752
Ccin:CC1G_14523T0	12	0.568181818181818	0.52	IV	3502738
Ccin:CC1G_14524T0	12	0.543478260869565	0.55	IV	3503609
Ccin:CC1G_04161T0	11	0.666666666666667	0.49	IV	3511158
Ccin:CC1G_04162T0	10	0.636942675159236	0.57	IV	3514319
Ccin:CC1G_04164T0	9	0.636942675159236	0.58	IV	3518729
Ccin:CC1G_04165T0	8	0.854700854700855	0.39	IV	3521026
Ccin:CC1G_04166T0	9	0.735294117647059	0.47	IV	3525820
Ccin:CC1G_04169T0	10	0.242718446601942	0.53	IV	3534264
Ccin:CC1G_04170T0	9	0.229357798165138	0.51	IV	3538428
Ccin:CC1G_04173T0	6	0.173611111111111	0.46	IV	3548078
Ccin:CC1G_04175T0	5	0.152905198776758	0.33	IV	3552161
Ccin:CC1G_04176T0	5	0.146198830409357	0.46	IV	3555994
Ccin:CC1G_04177T0	5	0.657894736842105	0.48	IV	3557893
Ccin:CC1G_12870T0	3	1.0752688172043	0.44	V	7751
Ccin:CC1G_12868T0	4	0.588235294117647	0.74	V	13701
Ccin:CC1G_12867T0	4	0.549450549450549	0.89	V	14670
Ccin:CC1G_12866T0	4	0.595238095238095	0.79	V	20619
Ccin:CC1G_14526T0	5	0.72992700729927	0.67	V	36716
Ccin:CC1G_14528T0	3	0.268817204301075	1.1	V	57921
Ccin:CC1G_14529T0	4	0.284090909090909	0.97	V	58977
Ccin:CC1G_08918T0	6	0.431034482758621	0.88	V	68560
Ccin:CC1G_08914T0	7	0.342465753424658	0.78	V	83711
Ccin:CC1G_08913T0	6	0.323624595469256	0.75	V	86628
Ccin:CC1G_08912T0	7	0.338983050847458	0.71	V	89497
Ccin:CC1G_14531T0	7	0.354609929078014	0.66	V	91516
Ccin:CC1G_08907T0	8	0.4	0.83	V	101775
Ccin:CC1G_08905T0	8	0.404858299595142	0.84	V	106026
Ccin:CC1G_08902T0	8	0.40650406504065	0.84	V	113559
Ccin:CC1G_08900T0	7	0.43859649122807	0.73	V	117169
Ccin:CC1G_08898T0	7	0.431034482758621	0.72	V	121858
Ccin:CC1G_08892T0	7	0.423728813559322	0.95	V	134924
Ccin:CC1G_08890T0	7	0.440528634361233	0.82	V	138139
Ccin:CC1G_08889T0	6	0.43859649122807	0.87	V	141022
Ccin:CC1G_14534T0	4	0.45662100456621	0.72	V	149135
Ccin:CC1G_14535T0	4	0.478468899521531	0.86	V	153152
Ccin:CC1G_06710T0	4	0.657894736842105	0.72	V	182822
Ccin:CC1G_06709T0	4	0.746268656716418	0.72	V	185071
Ccin:CC1G_06707T0	5	0.452488687782805	0.74	V	189119
Ccin:CC1G_06704T0	7	0.45045045045045	0.72	V	197937
Ccin:CC1G_06702T0	8	0.529100529100529	0.64	V	201070
Ccin:CC1G_06698T0	6	0.689655172413793	0.6	V	212295
Ccin:CC1G_06697T0	5	0.485436893203884	0.58	V	214355
Ccin:CC1G_06693T0	5	0.529100529100529	0.49	V	221558
Ccin:CC1G_06692T0	4	0.37037037037037	0.68	V	224697
Ccin:CC1G_06679T0	3	0.476190476190476	0.76	V	258308
Ccin:CC1G_06675T0	4	0.578034682080925	0.74	V	269273
Ccin:CC1G_06672T0	4	0.495049504950495	0.7	V	277322
Ccin:CC1G_06670T0	5	0.416666666666667	0.79	V	281284
Ccin:CC1G_06668T0	4	0.429184549356223	0.67	V	285262
Ccin:CC1G_14542T0	4	0.602409638554217	0.76	V	302728
Ccin:CC1G_14543T0	4	0.813008130081301	0.41	V	314909
Ccin:CC1G_14544T0	4	0.862068965517241	0.23	V	317553
Ccin:CC1G_06652T0	5	0.625	0.73	V	332917
Ccin:CC1G_14545T0	6	0.609756097560976	0.72	V	336487
Ccin:CC1G_06648T0	4	0.892857142857143	0.38	V	343435
Ccin:CC1G_06646T0	5	0.609756097560976	0.45	V	350983
Ccin:CC1G_06644T0	4	0.452488687782805	0.6	V	359330
Ccin:CC1G_06639T0	3	0.469483568075117	0.7	V	371693
