#gene	chrom	chrom_start	chrom_stop	chrom_strand	targets	method
CC1G_07522	VI	1428542	1430494	-1	CC1G_03976,CC1G_03986,CC1G_07521,CC1G_11459,CC1G_11463,CC1G_15570,LACBIDRAFT_294601,LACBIDRAFT_310261,LACBIDRAFT_314728,LACBIDRAFT_316178,LACBIDRAFT_316886,LACBIDRAFT_316887,LACBIDRAFT_334800,LACBIDRAFT_334802	orthomcl
CC1G_07523	VI	1431312	1434536	-1	CC1G_00710,CC1G_00720,CC1G_02356,CC1G_02654,CC1G_03956,CC1G_03967,CC1G_03974,CC1G_03977,CC1G_05436,CC1G_05909,CC1G_05910,CC1G_05926,CC1G_05929,CC1G_05931,CC1G_05932,CC1G_05937,CC1G_05943,CC1G_05948,CC1G_05949,CC1G_05952,CC1G_05953,CC1G_06045,CC1G_06046,CC1G_06049,CC1G_07503,CC1G_07517,CC1G_07524,CC1G_07525,CC1G_07526,CC1G_07532,CC1G_08219,CC1G_08370,CC1G_08380,CC1G_08519,CC1G_09040,CC1G_09466,CC1G_09470,CC1G_09537,CC1G_09539,CC1G_09901,CC1G_10700,CC1G_10701,CC1G_10703,CC1G_10704,CC1G_10706,CC1G_10723,CC1G_11127,CC1G_11243,CC1G_11247,CC1G_11248,CC1G_11473,CC1G_11599,CC1G_12050,CC1G_12236,CC1G_12362,CC1G_12363,CC1G_12386,CC1G_12387,CC1G_12448,CC1G_12757,CC1G_14087,CC1G_14088,CC1G_14281,CC1G_14773,CC1G_14774,CC1G_14856,CC1G_14911,CC1G_15324,CC1G_15429,CC1G_15432,LACBIDRAFT_393917	orthomcl
CC1G_07524	VI	1435260	1438502	-1	CC1G_00710,CC1G_00720,CC1G_02356,CC1G_02654,CC1G_03956,CC1G_03967,CC1G_03974,CC1G_03977,CC1G_05436,CC1G_05909,CC1G_05910,CC1G_05926,CC1G_05929,CC1G_05931,CC1G_05932,CC1G_05937,CC1G_05943,CC1G_05948,CC1G_05949,CC1G_05952,CC1G_05953,CC1G_06045,CC1G_06046,CC1G_06049,CC1G_07503,CC1G_07517,CC1G_07523,CC1G_07525,CC1G_07526,CC1G_07532,CC1G_08219,CC1G_08370,CC1G_08380,CC1G_08519,CC1G_09040,CC1G_09466,CC1G_09470,CC1G_09537,CC1G_09539,CC1G_09901,CC1G_10700,CC1G_10701,CC1G_10703,CC1G_10704,CC1G_10706,CC1G_10723,CC1G_11127,CC1G_11243,CC1G_11247,CC1G_11248,CC1G_11473,CC1G_11599,CC1G_12050,CC1G_12236,CC1G_12362,CC1G_12363,CC1G_12386,CC1G_12387,CC1G_12448,CC1G_12757,CC1G_14087,CC1G_14088,CC1G_14281,CC1G_14773,CC1G_14774,CC1G_14856,CC1G_14911,CC1G_15324,CC1G_15429,CC1G_15432,LACBIDRAFT_393917	orthomcl
CC1G_07525	VI	1439346	1442587	-1	CC1G_00710,CC1G_00720,CC1G_02356,CC1G_02654,CC1G_03956,CC1G_03967,CC1G_03974,CC1G_03977,CC1G_05436,CC1G_05909,CC1G_05910,CC1G_05926,CC1G_05929,CC1G_05931,CC1G_05932,CC1G_05937,CC1G_05943,CC1G_05948,CC1G_05949,CC1G_05952,CC1G_05953,CC1G_06045,CC1G_06046,CC1G_06049,CC1G_07503,CC1G_07517,CC1G_07523,CC1G_07524,CC1G_07526,CC1G_07532,CC1G_08219,CC1G_08370,CC1G_08380,CC1G_08519,CC1G_09040,CC1G_09466,CC1G_09470,CC1G_09537,CC1G_09539,CC1G_09901,CC1G_10700,CC1G_10701,CC1G_10703,CC1G_10704,CC1G_10706,CC1G_10723,CC1G_11127,CC1G_11243,CC1G_11247,CC1G_11248,CC1G_11473,CC1G_11599,CC1G_12050,CC1G_12236,CC1G_12362,CC1G_12363,CC1G_12386,CC1G_12387,CC1G_12448,CC1G_12757,CC1G_14087,CC1G_14088,CC1G_14281,CC1G_14773,CC1G_14774,CC1G_14856,CC1G_14911,CC1G_15324,CC1G_15429,CC1G_15432,LACBIDRAFT_393917	orthomcl
CC1G_07526	VI	1443514	1446577	-1	CC1G_00710,CC1G_00720,CC1G_02356,CC1G_02654,CC1G_03956,CC1G_03967,CC1G_03974,CC1G_03977,CC1G_05436,CC1G_05909,CC1G_05910,CC1G_05926,CC1G_05929,CC1G_05931,CC1G_05932,CC1G_05937,CC1G_05943,CC1G_05948,CC1G_05949,CC1G_05952,CC1G_05953,CC1G_06045,CC1G_06046,CC1G_06049,CC1G_07503,CC1G_07517,CC1G_07523,CC1G_07524,CC1G_07525,CC1G_07532,CC1G_08219,CC1G_08370,CC1G_08380,CC1G_08519,CC1G_09040,CC1G_09466,CC1G_09470,CC1G_09537,CC1G_09539,CC1G_09901,CC1G_10700,CC1G_10701,CC1G_10703,CC1G_10704,CC1G_10706,CC1G_10723,CC1G_11127,CC1G_11243,CC1G_11247,CC1G_11248,CC1G_11473,CC1G_11599,CC1G_12050,CC1G_12236,CC1G_12362,CC1G_12363,CC1G_12386,CC1G_12387,CC1G_12448,CC1G_12757,CC1G_14087,CC1G_14088,CC1G_14281,CC1G_14773,CC1G_14774,CC1G_14856,CC1G_14911,CC1G_15324,CC1G_15429,CC1G_15432,LACBIDRAFT_393917	orthomcl
CC1G_07532	VI	1468146	1471353	-1	CC1G_00710,CC1G_00720,CC1G_02356,CC1G_02654,CC1G_03956,CC1G_03967,CC1G_03974,CC1G_03977,CC1G_05436,CC1G_05909,CC1G_05910,CC1G_05926,CC1G_05929,CC1G_05931,CC1G_05932,CC1G_05937,CC1G_05943,CC1G_05948,CC1G_05949,CC1G_05952,CC1G_05953,CC1G_06045,CC1G_06046,CC1G_06049,CC1G_07503,CC1G_07517,CC1G_07523,CC1G_07524,CC1G_07525,CC1G_07526,CC1G_08219,CC1G_08370,CC1G_08380,CC1G_08519,CC1G_09040,CC1G_09466,CC1G_09470,CC1G_09537,CC1G_09539,CC1G_09901,CC1G_10700,CC1G_10701,CC1G_10703,CC1G_10704,CC1G_10706,CC1G_10723,CC1G_11127,CC1G_11243,CC1G_11247,CC1G_11248,CC1G_11473,CC1G_11599,CC1G_12050,CC1G_12236,CC1G_12362,CC1G_12363,CC1G_12386,CC1G_12387,CC1G_12448,CC1G_12757,CC1G_14087,CC1G_14088,CC1G_14281,CC1G_14773,CC1G_14774,CC1G_14856,CC1G_14911,CC1G_15324,CC1G_15429,CC1G_15432,LACBIDRAFT_393917	orthomcl
CC1G_07541	VI	1494790	1496550	+1	CC1G_11281,CC1G_15597,CC1G_15598,LACBIDRAFT_295089,LACBIDRAFT_295094,LACBIDRAFT_295596,LACBIDRAFT_298377,LACBIDRAFT_298404,LACBIDRAFT_304435,LACBIDRAFT_305344,LACBIDRAFT_308071,LACBIDRAFT_308148,LACBIDRAFT_315219,LACBIDRAFT_315289,LACBIDRAFT_315353,LACBIDRAFT_324597,LACBIDRAFT_327754,LACBIDRAFT_330842,LACBIDRAFT_330846,LACBIDRAFT_332183,LACBIDRAFT_332211,LACBIDRAFT_332245,LACBIDRAFT_334764,LACBIDRAFT_335237,LACBIDRAFT_335610	orthomcl
CC1G_07547	VI	1507884	1509924	+1	CC1G_09472,CC1G_09474,CC1G_09485,CC1G_11279,CC1G_15601,CC1G_15602,CC1G_15603,LACBIDRAFT_295844,LACBIDRAFT_314836,LACBIDRAFT_328698	orthomcl
CC1G_07555	IV	2465132	2467064	-1	CC1G_14080,LACBIDRAFT_296841,LACBIDRAFT_302074,LACBIDRAFT_302379,LACBIDRAFT_302388,LACBIDRAFT_304691,LACBIDRAFT_305648,LACBIDRAFT_309582,LACBIDRAFT_314780,LACBIDRAFT_317931,LACBIDRAFT_330779,LACBIDRAFT_335583,LACBIDRAFT_335861	orthomcl
CC1G_07557	IV	2473567	2474326	+1	CC1G_01242,CC1G_04090,CC1G_04449,CC1G_04816,CC1G_06026,CC1G_07773,CC1G_09679,CC1G_10143,CC1G_10780,CC1G_11347,CC1G_14707,LACBIDRAFT_296781,LACBIDRAFT_296833,LACBIDRAFT_298818,LACBIDRAFT_305664,LACBIDRAFT_310117,LACBIDRAFT_321921,LACBIDRAFT_321922,LACBIDRAFT_329477,LACBIDRAFT_335361,LACBIDRAFT_335723	orthomcl
CC1G_07568	IV	2498698	2500017	-1	CC1G_07606,CC1G_15828,LACBIDRAFT_293187,LACBIDRAFT_293209,LACBIDRAFT_296369,LACBIDRAFT_313994,LACBIDRAFT_324286,LACBIDRAFT_324287,LACBIDRAFT_325819,LACBIDRAFT_325820	orthomcl
CC1G_07582	IV	2542579	2543760	-1	CC1G_02642,CC1G_05219,LACBIDRAFT_327007	orthomcl
CC1G_07595	IV	2575530	2578058	+1	CC1G_07600,LACBIDRAFT_296999	orthomcl
CC1G_07600	IV	2595367	2598036	+1	CC1G_07595,LACBIDRAFT_296999	orthomcl
CC1G_07604	IV	2610656	2616340	+1	CC1G_10707,LACBIDRAFT_307042,LACBIDRAFT_392638	orthomcl
CC1G_07605	IV	2616752	2618831	+1	CC1G_08364,LACBIDRAFT_234769	orthomcl
CC1G_07606	IV	2619014	2620663	-1	CC1G_07568,CC1G_15828,LACBIDRAFT_293187,LACBIDRAFT_293209,LACBIDRAFT_296369,LACBIDRAFT_313994,LACBIDRAFT_324286,LACBIDRAFT_324287,LACBIDRAFT_325819,LACBIDRAFT_325820	orthomcl
CC1G_07612	IV	2635251	2636697	-1	CC1G_07284,CC1G_09796,CC1G_09797,CC1G_09799,CC1G_09810,CC1G_09815,CC1G_09816,LACBIDRAFT_307208,LACBIDRAFT_307209,LACBIDRAFT_328936	orthomcl
CC1G_07617	IX	1342810	1344290	-1	CC1G_06427,CC1G_08141,LACBIDRAFT_294333	orthomcl
CC1G_07626	IX	1366829	1368223	-1	CC1G_07627,LACBIDRAFT_236175,LACBIDRAFT_299654,LACBIDRAFT_299675,LACBIDRAFT_299691,LACBIDRAFT_328500,LACBIDRAFT_336122	orthomcl
CC1G_07627	IX	1369390	1371169	-1	CC1G_07626,LACBIDRAFT_236175,LACBIDRAFT_299654,LACBIDRAFT_299675,LACBIDRAFT_299691,LACBIDRAFT_328500,LACBIDRAFT_336122	orthomcl
CC1G_07636	IX	1381558	1384071	-1	CC1G_06510,LACBIDRAFT_247761	orthomcl
CC1G_07640	IX	1388839	1389358	+1	CC1G_03522,CC1G_03575,LACBIDRAFT_185105,LACBIDRAFT_190640,LACBIDRAFT_192658	orthomcl
CC1G_07641	IX	1389613	1391694	-1	CC1G_02470,CC1G_03520,CC1G_03521,LACBIDRAFT_297765	orthomcl
CC1G_07690	IX	1172125	1178721	-1	CC1G_07737,LACBIDRAFT_297457	orthomcl
CC1G_07708	IX	1235272	1236504	-1	CC1G_03566,LACBIDRAFT_293821,LACBIDRAFT_294302,LACBIDRAFT_294495,LACBIDRAFT_295149,LACBIDRAFT_295150,LACBIDRAFT_295431,LACBIDRAFT_306758,LACBIDRAFT_306761,LACBIDRAFT_306762,LACBIDRAFT_306763,LACBIDRAFT_306781,LACBIDRAFT_306792,LACBIDRAFT_306800,LACBIDRAFT_307066,LACBIDRAFT_309499,LACBIDRAFT_315527,LACBIDRAFT_321613,LACBIDRAFT_324637,LACBIDRAFT_327706,LACBIDRAFT_328910,LACBIDRAFT_329726,LACBIDRAFT_331158,LACBIDRAFT_331168,LACBIDRAFT_331169,LACBIDRAFT_331170,LACBIDRAFT_331178,LACBIDRAFT_331240,LACBIDRAFT_331241	orthomcl
CC1G_07715	IX	1249112	1251012	-1	CC1G_07732,LACBIDRAFT_292683,LACBIDRAFT_302909,LACBIDRAFT_302914,LACBIDRAFT_311255,LACBIDRAFT_311257,LACBIDRAFT_329543,LACBIDRAFT_329549,LACBIDRAFT_329552,LACBIDRAFT_329561	orthomcl
CC1G_07732	IX	1299732	1302133	-1	CC1G_07715,LACBIDRAFT_292683,LACBIDRAFT_302909,LACBIDRAFT_302914,LACBIDRAFT_311255,LACBIDRAFT_311257,LACBIDRAFT_329543,LACBIDRAFT_329549,LACBIDRAFT_329552,LACBIDRAFT_329561	orthomcl
CC1G_07737	IX	1318276	1324930	+1	CC1G_07690,LACBIDRAFT_297457	orthomcl
CC1G_07770	XII	1783479	1785157	-1	CC1G_04456,CC1G_09683,CC1G_13026,LACBIDRAFT_305576,LACBIDRAFT_318594	orthomcl
CC1G_07773	XII	1789964	1791186	+1	CC1G_01242,CC1G_04090,CC1G_04449,CC1G_04816,CC1G_06026,CC1G_07557,CC1G_09679,CC1G_10143,CC1G_10780,CC1G_11347,CC1G_14707,LACBIDRAFT_296781,LACBIDRAFT_296833,LACBIDRAFT_298818,LACBIDRAFT_305664,LACBIDRAFT_310117,LACBIDRAFT_321921,LACBIDRAFT_321922,LACBIDRAFT_329477,LACBIDRAFT_335361,LACBIDRAFT_335723	orthomcl
CC1G_07844	IV	1213673	1215709	+1	CC1G_02261,CC1G_04770,CC1G_04779,CC1G_04811,CC1G_14740,CC1G_15784,LACBIDRAFT_294724,LACBIDRAFT_299247,LACBIDRAFT_310101,LACBIDRAFT_383839	orthomcl
CC1G_07861	IV	1275296	1276206	+1	CC1G_12066,CC1G_12067,CC1G_12068,CC1G_12069,LACBIDRAFT_304107	orthomcl
CC1G_07877	IV	1316194	1317577	-1	CC1G_11634,CC1G_11635,LACBIDRAFT_292452,LACBIDRAFT_333595	orthomcl
CC1G_07888	V	3056967	3058614	+1	CC1G_04678,CC1G_04681,CC1G_05438,CC1G_07889,CC1G_07890,CC1G_07891,CC1G_07892,CC1G_07910,CC1G_07911,CC1G_07920,CC1G_07921,CC1G_07922,CC1G_08164,CC1G_08837,CC1G_08838,CC1G_08872,CC1G_09805,CC1G_10642,CC1G_12377,CC1G_14708,CC1G_14722,CC1G_14726,CC1G_14727,LACBIDRAFT_305207,LACBIDRAFT_305268,LACBIDRAFT_305269,LACBIDRAFT_305271,LACBIDRAFT_305345,LACBIDRAFT_334651,LACBIDRAFT_334942,LACBIDRAFT_334943	orthomcl
CC1G_07889	V	3058955	3060991	-1	CC1G_04678,CC1G_04681,CC1G_05438,CC1G_07888,CC1G_07890,CC1G_07891,CC1G_07892,CC1G_07910,CC1G_07911,CC1G_07920,CC1G_07921,CC1G_07922,CC1G_08164,CC1G_08837,CC1G_08838,CC1G_08872,CC1G_09805,CC1G_10642,CC1G_12377,CC1G_14708,CC1G_14722,CC1G_14726,CC1G_14727,LACBIDRAFT_305207,LACBIDRAFT_305268,LACBIDRAFT_305269,LACBIDRAFT_305271,LACBIDRAFT_305345,LACBIDRAFT_334651,LACBIDRAFT_334942,LACBIDRAFT_334943	orthomcl
CC1G_07890	V	3061160	3063038	+1	CC1G_04678,CC1G_04681,CC1G_05438,CC1G_07888,CC1G_07889,CC1G_07891,CC1G_07892,CC1G_07910,CC1G_07911,CC1G_07920,CC1G_07921,CC1G_07922,CC1G_08164,CC1G_08837,CC1G_08838,CC1G_08872,CC1G_09805,CC1G_10642,CC1G_12377,CC1G_14708,CC1G_14722,CC1G_14726,CC1G_14727,LACBIDRAFT_305207,LACBIDRAFT_305268,LACBIDRAFT_305269,LACBIDRAFT_305271,LACBIDRAFT_305345,LACBIDRAFT_334651,LACBIDRAFT_334942,LACBIDRAFT_334943	orthomcl
CC1G_07891	V	3064007	3065032	+1	CC1G_04678,CC1G_04681,CC1G_05438,CC1G_07888,CC1G_07889,CC1G_07890,CC1G_07892,CC1G_07910,CC1G_07911,CC1G_07920,CC1G_07921,CC1G_07922,CC1G_08164,CC1G_08837,CC1G_08838,CC1G_08872,CC1G_09805,CC1G_10642,CC1G_12377,CC1G_14708,CC1G_14722,CC1G_14726,CC1G_14727,LACBIDRAFT_305207,LACBIDRAFT_305268,LACBIDRAFT_305269,LACBIDRAFT_305271,LACBIDRAFT_305345,LACBIDRAFT_334651,LACBIDRAFT_334942,LACBIDRAFT_334943	orthomcl
CC1G_07892	V	3065846	3067696	+1	CC1G_04678,CC1G_04681,CC1G_05438,CC1G_07888,CC1G_07889,CC1G_07890,CC1G_07891,CC1G_07910,CC1G_07911,CC1G_07920,CC1G_07921,CC1G_07922,CC1G_08164,CC1G_08837,CC1G_08838,CC1G_08872,CC1G_09805,CC1G_10642,CC1G_12377,CC1G_14708,CC1G_14722,CC1G_14726,CC1G_14727,LACBIDRAFT_305207,LACBIDRAFT_305268,LACBIDRAFT_305269,LACBIDRAFT_305271,LACBIDRAFT_305345,LACBIDRAFT_334651,LACBIDRAFT_334942,LACBIDRAFT_334943	orthomcl
CC1G_07899	V	3094480	3095222	-1	CC1G_07925,CC1G_10649,LACBIDRAFT_321426	orthomcl
CC1G_07900	V	3096387	3097163	+1	CC1G_02842,CC1G_05417,CC1G_07902,CC1G_07903,CC1G_07927,CC1G_07928,LACBIDRAFT_238438,LACBIDRAFT_295178	orthomcl
CC1G_07902	V	3099718	3100491	+1	CC1G_02842,CC1G_05417,CC1G_07900,CC1G_07903,CC1G_07927,CC1G_07928,LACBIDRAFT_238438,LACBIDRAFT_295178	orthomcl
CC1G_07903	V	3101278	3102045	+1	CC1G_02842,CC1G_05417,CC1G_07900,CC1G_07902,CC1G_07927,CC1G_07928,LACBIDRAFT_238438,LACBIDRAFT_295178	orthomcl
CC1G_07910	V	3125220	3127075	-1	CC1G_04678,CC1G_04681,CC1G_05438,CC1G_07888,CC1G_07889,CC1G_07890,CC1G_07891,CC1G_07892,CC1G_07911,CC1G_07920,CC1G_07921,CC1G_07922,CC1G_08164,CC1G_08837,CC1G_08838,CC1G_08872,CC1G_09805,CC1G_10642,CC1G_12377,CC1G_14708,CC1G_14722,CC1G_14726,CC1G_14727,LACBIDRAFT_305207,LACBIDRAFT_305268,LACBIDRAFT_305269,LACBIDRAFT_305271,LACBIDRAFT_305345,LACBIDRAFT_334651,LACBIDRAFT_334942,LACBIDRAFT_334943	orthomcl
CC1G_07911	V	3127210	3128940	+1	CC1G_04678,CC1G_04681,CC1G_05438,CC1G_07888,CC1G_07889,CC1G_07890,CC1G_07891,CC1G_07892,CC1G_07910,CC1G_07920,CC1G_07921,CC1G_07922,CC1G_08164,CC1G_08837,CC1G_08838,CC1G_08872,CC1G_09805,CC1G_10642,CC1G_12377,CC1G_14708,CC1G_14722,CC1G_14726,CC1G_14727,LACBIDRAFT_305207,LACBIDRAFT_305268,LACBIDRAFT_305269,LACBIDRAFT_305271,LACBIDRAFT_305345,LACBIDRAFT_334651,LACBIDRAFT_334942,LACBIDRAFT_334943	orthomcl
CC1G_07920	V	3157448	3159263	-1	CC1G_04678,CC1G_04681,CC1G_05438,CC1G_07888,CC1G_07889,CC1G_07890,CC1G_07891,CC1G_07892,CC1G_07910,CC1G_07911,CC1G_07921,CC1G_07922,CC1G_08164,CC1G_08837,CC1G_08838,CC1G_08872,CC1G_09805,CC1G_10642,CC1G_12377,CC1G_14708,CC1G_14722,CC1G_14726,CC1G_14727,LACBIDRAFT_305207,LACBIDRAFT_305268,LACBIDRAFT_305269,LACBIDRAFT_305271,LACBIDRAFT_305345,LACBIDRAFT_334651,LACBIDRAFT_334942,LACBIDRAFT_334943	orthomcl
CC1G_07921	V	3160129	3161973	+1	CC1G_04678,CC1G_04681,CC1G_05438,CC1G_07888,CC1G_07889,CC1G_07890,CC1G_07891,CC1G_07892,CC1G_07910,CC1G_07911,CC1G_07920,CC1G_07922,CC1G_08164,CC1G_08837,CC1G_08838,CC1G_08872,CC1G_09805,CC1G_10642,CC1G_12377,CC1G_14708,CC1G_14722,CC1G_14726,CC1G_14727,LACBIDRAFT_305207,LACBIDRAFT_305268,LACBIDRAFT_305269,LACBIDRAFT_305271,LACBIDRAFT_305345,LACBIDRAFT_334651,LACBIDRAFT_334942,LACBIDRAFT_334943	orthomcl
CC1G_07922	V	3162464	3164125	-1	CC1G_04678,CC1G_04681,CC1G_05438,CC1G_07888,CC1G_07889,CC1G_07890,CC1G_07891,CC1G_07892,CC1G_07910,CC1G_07911,CC1G_07920,CC1G_07921,CC1G_08164,CC1G_08837,CC1G_08838,CC1G_08872,CC1G_09805,CC1G_10642,CC1G_12377,CC1G_14708,CC1G_14722,CC1G_14726,CC1G_14727,LACBIDRAFT_305207,LACBIDRAFT_305268,LACBIDRAFT_305269,LACBIDRAFT_305271,LACBIDRAFT_305345,LACBIDRAFT_334651,LACBIDRAFT_334942,LACBIDRAFT_334943	orthomcl
CC1G_07925	V	3176221	3176943	-1	CC1G_07899,CC1G_10649,LACBIDRAFT_321426	orthomcl
CC1G_07927	V	3178344	3179141	+1	CC1G_02842,CC1G_05417,CC1G_07900,CC1G_07902,CC1G_07903,CC1G_07928,LACBIDRAFT_238438,LACBIDRAFT_295178	orthomcl
CC1G_07928	V	3179964	3180836	+1	CC1G_02842,CC1G_05417,CC1G_07900,CC1G_07902,CC1G_07903,CC1G_07927,LACBIDRAFT_238438,LACBIDRAFT_295178	orthomcl
CC1G_07931	V	3188372	3189076	-1	CC1G_02585,CC1G_02586,CC1G_07327,CC1G_07328,CC1G_07329,CC1G_07932,CC1G_11004,CC1G_11005,CC1G_12998,CC1G_14730,CC1G_15454,LACBIDRAFT_302044,LACBIDRAFT_314530,LACBIDRAFT_335043	orthomcl
CC1G_07932	V	3190256	3192092	-1	CC1G_02585,CC1G_02586,CC1G_07327,CC1G_07328,CC1G_07329,CC1G_07931,CC1G_11004,CC1G_11005,CC1G_12998,CC1G_14730,CC1G_15454,LACBIDRAFT_302044,LACBIDRAFT_314530,LACBIDRAFT_335043	orthomcl
CC1G_07935	V	3201490	3204817	-1	CC1G_00597,CC1G_06947,CC1G_07936,CC1G_11177,LACBIDRAFT_311192	orthomcl
CC1G_07936	V	3205451	3211111	-1	CC1G_00597,CC1G_06947,CC1G_07935,CC1G_11177,LACBIDRAFT_311192	orthomcl
CC1G_07941	XIII	374798	375584	+1	CC1G_01430,CC1G_01431,CC1G_10161,CC1G_10168,LACBIDRAFT_293713,LACBIDRAFT_295423	orthomcl
CC1G_07968	XIII	457766	459135	+1	CC1G_07969,LACBIDRAFT_309448	orthomcl
CC1G_07969	XIII	459786	461128	+1	CC1G_07968,LACBIDRAFT_309448	orthomcl
CC1G_07980	XIII	493570	494185	-1	CC1G_04701,LACBIDRAFT_294722	orthomcl
CC1G_08011	VIII	398396	399697	-1	CC1G_08018,LACBIDRAFT_312050	orthomcl
CC1G_08018	VIII	418544	419981	+1	CC1G_08011,LACBIDRAFT_312050	orthomcl
CC1G_08025	VIII	438984	441178	-1	CC1G_07336,LACBIDRAFT_318128,LACBIDRAFT_318129,LACBIDRAFT_318140	orthomcl
CC1G_08028	VIII	451602	455581	+1	CC1G_02804,CC1G_02818,CC1G_02888,CC1G_03358,CC1G_03366,CC1G_03378,CC1G_03379,CC1G_04001,CC1G_04004,CC1G_04009,CC1G_04027,CC1G_04028,CC1G_04029,CC1G_04043,CC1G_06127,CC1G_07520,CC1G_09008,CC1G_09507,CC1G_09563,CC1G_09863,CC1G_13362,CC1G_13570,CC1G_14549,CC1G_14944,CC1G_14954,LACBIDRAFT_252398,LACBIDRAFT_303806,LACBIDRAFT_312761,LACBIDRAFT_318375,LACBIDRAFT_318922,LACBIDRAFT_319008,LACBIDRAFT_329042,LACBIDRAFT_387578,LACBIDRAFT_391078	orthomcl
CC1G_08047	VIII	502792	503761	-1	CC1G_05433,CC1G_08222,LACBIDRAFT_304995,LACBIDRAFT_304996,LACBIDRAFT_310140	orthomcl
CC1G_08049	VIII	506389	507063	-1	CC1G_03340,LACBIDRAFT_322606,LACBIDRAFT_322608,LACBIDRAFT_323874	orthomcl
CC1G_08053	VIII	513622	514846	+1	CC1G_03341,LACBIDRAFT_312102	orthomcl
CC1G_08066	IV	3044842	3046406	-1	CC1G_08067,LACBIDRAFT_249834	orthomcl
CC1G_08067	IV	3047968	3049517	+1	CC1G_08066,LACBIDRAFT_249834	orthomcl
CC1G_08115	IV	3185484	3186526	-1	CC1G_04052,LACBIDRAFT_291245	orthomcl
CC1G_08120	V	2562372	2567672	-1	CC1G_00862,CC1G_01687,CC1G_04579,CC1G_04813,CC1G_04942,CC1G_05071,CC1G_10233,CC1G_10237,CC1G_12782,CC1G_12917,CC1G_12986,CC1G_13217,CC1G_13347,CC1G_13681,CC1G_15059,CC1G_15280,LACBIDRAFT_302987	orthomcl
CC1G_08141	V	2630284	2631443	-1	CC1G_06427,CC1G_07617,LACBIDRAFT_294333	orthomcl
CC1G_08145	V	2640339	2641488	-1	CC1G_02494,CC1G_08149,LACBIDRAFT_292698,LACBIDRAFT_292701,LACBIDRAFT_311284,LACBIDRAFT_311285,LACBIDRAFT_323284,LACBIDRAFT_323288	orthomcl
CC1G_08149	V	2647860	2649024	+1	CC1G_02494,CC1G_08145,LACBIDRAFT_292698,LACBIDRAFT_292701,LACBIDRAFT_311284,LACBIDRAFT_311285,LACBIDRAFT_323284,LACBIDRAFT_323288	orthomcl
CC1G_08164	V	2693373	2695103	-1	CC1G_04678,CC1G_04681,CC1G_05438,CC1G_07888,CC1G_07889,CC1G_07890,CC1G_07891,CC1G_07892,CC1G_07910,CC1G_07911,CC1G_07920,CC1G_07921,CC1G_07922,CC1G_08837,CC1G_08838,CC1G_08872,CC1G_09805,CC1G_10642,CC1G_12377,CC1G_14708,CC1G_14722,CC1G_14726,CC1G_14727,LACBIDRAFT_305207,LACBIDRAFT_305268,LACBIDRAFT_305269,LACBIDRAFT_305271,LACBIDRAFT_305345,LACBIDRAFT_334651,LACBIDRAFT_334942,LACBIDRAFT_334943	orthomcl
CC1G_08219	V	555392	558303	-1	CC1G_00710,CC1G_00720,CC1G_02356,CC1G_02654,CC1G_03956,CC1G_03967,CC1G_03974,CC1G_03977,CC1G_05436,CC1G_05909,CC1G_05910,CC1G_05926,CC1G_05929,CC1G_05931,CC1G_05932,CC1G_05937,CC1G_05943,CC1G_05948,CC1G_05949,CC1G_05952,CC1G_05953,CC1G_06045,CC1G_06046,CC1G_06049,CC1G_07503,CC1G_07517,CC1G_07523,CC1G_07524,CC1G_07525,CC1G_07526,CC1G_07532,CC1G_08370,CC1G_08380,CC1G_08519,CC1G_09040,CC1G_09466,CC1G_09470,CC1G_09537,CC1G_09539,CC1G_09901,CC1G_10700,CC1G_10701,CC1G_10703,CC1G_10704,CC1G_10706,CC1G_10723,CC1G_11127,CC1G_11243,CC1G_11247,CC1G_11248,CC1G_11473,CC1G_11599,CC1G_12050,CC1G_12236,CC1G_12362,CC1G_12363,CC1G_12386,CC1G_12387,CC1G_12448,CC1G_12757,CC1G_14087,CC1G_14088,CC1G_14281,CC1G_14773,CC1G_14774,CC1G_14856,CC1G_14911,CC1G_15324,CC1G_15429,CC1G_15432,LACBIDRAFT_393917	orthomcl
CC1G_08222	V	550272	551268	-1	CC1G_05433,CC1G_08047,LACBIDRAFT_304995,LACBIDRAFT_304996,LACBIDRAFT_310140	orthomcl
CC1G_08223	V	547794	549988	+1	CC1G_13261,LACBIDRAFT_301981	orthomcl
CC1G_08230	V	530544	531957	+1	CC1G_02884,CC1G_04363,CC1G_04613,CC1G_07299,CC1G_08241,CC1G_08244,CC1G_08253,LACBIDRAFT_295673,LACBIDRAFT_312861	orthomcl
CC1G_08241	V	509773	511228	-1	CC1G_02884,CC1G_04363,CC1G_04613,CC1G_07299,CC1G_08230,CC1G_08244,CC1G_08253,LACBIDRAFT_295673,LACBIDRAFT_312861	orthomcl
CC1G_08244	V	503362	504155	-1	CC1G_02884,CC1G_04363,CC1G_04613,CC1G_07299,CC1G_08230,CC1G_08241,CC1G_08253,LACBIDRAFT_295673,LACBIDRAFT_312861	orthomcl
CC1G_08253	V	484389	485747	+1	CC1G_02884,CC1G_04363,CC1G_04613,CC1G_07299,CC1G_08230,CC1G_08241,CC1G_08244,LACBIDRAFT_295673,LACBIDRAFT_312861	orthomcl
